Landmark_Name,Type,Abbreviation,Latitude,Longitude
Happy 16 Residential Building,Residential Building,RB,22.160627,113.6531
Apple 23 Recreation Park,Recreation Park,RP,22.130449,114.217843
Cat 19 Recreation Park,Recreation Park,RP,22.271701,114.168315
Fruit 21 Residential Building,Residential Building,RB,22.195068,113.728583
Egg 22 Train Station,Train Station,TS,22.242096,114.082705
Dog 22 Residential Building,Residential Building,RB,22.168033,113.825248
Fruit 22 Bus Station,Bus Station,BS,22.204979,113.871018
Fruit 23 Recreation Park,Recreation Park,RP,22.116378,113.695971
Apple 24 Recreation Park,Recreation Park,RP,22.234115,113.50142
Fruit 24 Residential Building,Residential Building,RB,22.125685,113.568465
Banana 10 Recreation Park,Recreation Park,RP,22.118056,113.554862
Happy 17 Shopping Mall,Shopping Mall,SM,22.206345,113.74113
Egg 23 Shopping Mall,Shopping Mall,SM,22.123489,113.840124
Egg 24 Bus Station,Bus Station,BS,22.283914,113.985685
Dog 23 Recreation Park,Recreation Park,RP,22.185654,114.068908
Dog 24 Shopping Mall,Shopping Mall,SM,22.167482,114.050065
Happy 18 Train Station,Train Station,TS,22.092862,113.964527
Fruit 25 Recreation Park,Recreation Park,RP,22.245763,113.909107
Egg 25 Recreation Park,Recreation Park,RP,22.299352,113.790861
Banana 11 Bus Station,Bus Station,BS,22.128615,113.710785
Dog 25 Recreation Park,Recreation Park,RP,22.178927,113.548576
Banana 12 Train Station,Train Station,TS,22.114373,113.528659
Banana 13 Recreation Park,Recreation Park,RP,22.13723,113.926021
Grape 17 Bus Station,Bus Station,BS,22.343843,113.981444
Dog 26 Residential Building,Residential Building,RB,22.239474,114.075279
Dog 27 Bus Station,Bus Station,BS,22.348008,113.614081
Egg 26 Train Station,Train Station,TS,22.281679,114.068314
Fruit 26 Train Station,Train Station,TS,22.333498,114.024943
Banana 14 Bus Station,Bus Station,BS,22.338843,114.258308
Egg 27 Recreation Park,Recreation Park,RP,22.128748,113.622224
Grape 18 Recreation Park,Recreation Park,RP,22.337062,113.64527
Apple 25 Shopping Mall,Shopping Mall,SM,22.263115,113.950536
Happy 19 Recreation Park,Recreation Park,RP,22.281119,113.828412
Dog 28 Residential Building,Residential Building,RB,22.187243,114.167892
Cat 20 Bus Station,Bus Station,BS,22.223501,113.579479
Happy 20 Residential Building,Residential Building,RB,22.15598,113.648294
Egg 28 Bus Station,Bus Station,BS,22.096635,114.118209
Egg 29 Train Station,Train Station,TS,22.24134,114.059175
Apple 26 Train Station,Train Station,TS,22.272692,113.706404
Apple 27 Shopping Mall,Shopping Mall,SM,22.158445,114.030432
Egg 30 Shopping Mall,Shopping Mall,SM,22.310306,114.092123
Egg 31 Residential Building,Residential Building,RB,22.24348,113.760545
Banana 15 Shopping Mall,Shopping Mall,SM,22.310614,114.044568
Banana 16 Bus Station,Bus Station,BS,22.208542,114.307383
Fruit 27 Bus Station,Bus Station,BS,22.287739,113.866299
Dog 29 Bus Station,Bus Station,BS,22.088788,113.531088
Banana 17 Train Station,Train Station,TS,22.22733,114.047023
Cat 21 Train Station,Train Station,TS,22.243706,113.777441
Apple 28 Train Station,Train Station,TS,22.135234,114.186496
Cat 22 Shopping Mall,Shopping Mall,SM,22.201074,114.120027
Dog 30 Train Station,Train Station,TS,22.218304,113.762918
Happy 21 Shopping Mall,Shopping Mall,SM,22.245792,113.517654
Fruit 28 Shopping Mall,Shopping Mall,SM,22.289355,113.743704
Grape 19 Train Station,Train Station,TS,22.288737,113.819354
Happy 22 Train Station,Train Station,TS,22.13159,113.805537
Cat 23 Recreation Park,Recreation Park,RP,22.088573,113.932006
Cat 24 Recreation Park,Recreation Park,RP,22.091277,113.820053
Fruit 29 Recreation Park,Recreation Park,RP,22.319134,113.904648
Egg 32 Bus Station,Bus Station,BS,22.115379,113.67344
Banana 18 Shopping Mall,Shopping Mall,SM,22.271805,113.82661
Fruit 30 Shopping Mall,Shopping Mall,SM,22.263593,113.687941
Apple 29 Bus Station,Bus Station,BS,22.166821,113.607797
Fruit 31 Residential Building,Residential Building,RB,22.207519,113.711212
Happy 23 Shopping Mall,Shopping Mall,SM,22.349663,114.102639
Egg 33 Recreation Park,Recreation Park,RP,22.340069,113.944634
Fruit 32 Recreation Park,Recreation Park,RP,22.168587,113.785025
Cat 25 Residential Building,Residential Building,RB,22.130409,113.539996
Grape 20 Recreation Park,Recreation Park,RP,22.227114,113.903837
Banana 19 Train Station,Train Station,TS,22.099089,113.950826
Dog 31 Shopping Mall,Shopping Mall,SM,22.334212,113.954477
Happy 24 Bus Station,Bus Station,BS,22.140286,113.762924
Egg 34 Recreation Park,Recreation Park,RP,22.312882,113.67522
Egg 35 Recreation Park,Recreation Park,RP,22.154804,114.274426
Apple 30 Bus Station,Bus Station,BS,22.108932,113.673672
Banana 20 Recreation Park,Recreation Park,RP,22.126569,114.191197
Grape 21 Bus Station,Bus Station,BS,22.250327,113.895055
Egg 36 Train Station,Train Station,TS,22.220126,113.621858
Grape 22 Recreation Park,Recreation Park,RP,22.237712,113.623635
Dog 32 Shopping Mall,Shopping Mall,SM,22.3227,114.010108
Banana 21 Bus Station,Bus Station,BS,22.312074,113.591875
Happy 25 Residential Building,Residential Building,RB,22.232641,114.276258
Cat 26 Train Station,Train Station,TS,22.344226,113.751607
Apple 31 Bus Station,Bus Station,BS,22.104104,113.683597
Egg 37 Train Station,Train Station,TS,22.118985,113.757868
Happy 26 Shopping Mall,Shopping Mall,SM,22.232768,113.892455
Fruit 33 Recreation Park,Recreation Park,RP,22.095759,113.869858
Happy 27 Residential Building,Residential Building,RB,22.194828,113.734614
Happy 28 Train Station,Train Station,TS,22.275211,113.688509
Happy 29 Shopping Mall,Shopping Mall,SM,22.342317,113.710539
Egg 38 Train Station,Train Station,TS,22.277512,114.123224
Grape 23 Train Station,Train Station,TS,22.095382,113.977489
Happy 30 Recreation Park,Recreation Park,RP,22.160504,114.10182
Egg 39 Train Station,Train Station,TS,22.087856,114.119165
Fruit 34 Bus Station,Bus Station,BS,22.300097,113.60749
Banana 22 Recreation Park,Recreation Park,RP,22.132833,113.965187
Cat 27 Shopping Mall,Shopping Mall,SM,22.320594,113.696088
Banana 23 Recreation Park,Recreation Park,RP,22.291397,113.527534
Fruit 35 Bus Station,Bus Station,BS,22.185954,114.263991
Dog 33 Residential Building,Residential Building,RB,22.330005,113.954325
Egg 40 Recreation Park,Recreation Park,RP,22.325832,113.785584
Fruit 36 Residential Building,Residential Building,RB,22.259504,114.047745
Cat 28 Recreation Park,Recreation Park,RP,22.147992,114.210942
Fruit 37 Shopping Mall,Shopping Mall,SM,22.227647,114.113904
Egg 41 Bus Station,Bus Station,BS,22.235958,114.196173
Egg 42 Bus Station,Bus Station,BS,22.338026,113.505532
Egg 43 Bus Station,Bus Station,BS,22.173033,114.07902
Happy 31 Bus Station,Bus Station,BS,22.283158,114.070279
Dog 34 Shopping Mall,Shopping Mall,SM,22.327565,113.903962
Egg 44 Train Station,Train Station,TS,22.135709,113.745342
Cat 29 Recreation Park,Recreation Park,RP,22.23145,114.165967
Happy 32 Bus Station,Bus Station,BS,22.184011,114.146663
Banana 24 Bus Station,Bus Station,BS,22.266977,113.674018
Banana 25 Bus Station,Bus Station,BS,22.119817,114.255106
Egg 45 Recreation Park,Recreation Park,RP,22.341617,113.963447
Cat 30 Residential Building,Residential Building,RB,22.134414,114.068009
Egg 46 Recreation Park,Recreation Park,RP,22.162038,113.812228
Cat 31 Residential Building,Residential Building,RB,22.081101,113.612616
Grape 24 Recreation Park,Recreation Park,RP,22.176973,114.098747
Apple 32 Recreation Park,Recreation Park,RP,22.256071,114.004027
Fruit 38 Train Station,Train Station,TS,22.307355,114.252771
Fruit 39 Train Station,Train Station,TS,22.307471,114.036969
Grape 25 Recreation Park,Recreation Park,RP,22.150605,113.493822
Apple 33 Shopping Mall,Shopping Mall,SM,22.118559,113.90396
Happy 33 Bus Station,Bus Station,BS,22.093799,113.686361
Egg 47 Bus Station,Bus Station,BS,22.241249,114.138829
Apple 34 Recreation Park,Recreation Park,RP,22.11023,114.23776
Dog 35 Train Station,Train Station,TS,22.089361,113.945238
Happy 34 Residential Building,Residential Building,RB,22.165728,113.841482
Happy 35 Shopping Mall,Shopping Mall,SM,22.155592,114.046476
Dog 36 Train Station,Train Station,TS,22.230149,113.526016
Grape 26 Recreation Park,Recreation Park,RP,22.151212,114.19508
Banana 26 Shopping Mall,Shopping Mall,SM,22.184166,113.771924
Banana 27 Residential Building,Residential Building,RB,22.199389,113.501619
Apple 35 Recreation Park,Recreation Park,RP,22.196272,113.635083
Happy 36 Train Station,Train Station,TS,22.120643,114.007766
Fruit 40 Bus Station,Bus Station,BS,22.144316,113.912237
Dog 37 Residential Building,Residential Building,RB,22.162425,113.773383
Apple 36 Residential Building,Residential Building,RB,22.169193,114.010026
Happy 37 Shopping Mall,Shopping Mall,SM,22.318068,113.587166
Cat 32 Residential Building,Residential Building,RB,22.341109,113.714172
Apple 37 Residential Building,Residential Building,RB,22.191585,113.878769
Apple 38 Shopping Mall,Shopping Mall,SM,22.316912,113.738545
Dog 38 Residential Building,Residential Building,RB,22.329696,114.286332
Egg 48 Shopping Mall,Shopping Mall,SM,22.190471,114.019011
Cat 33 Train Station,Train Station,TS,22.267144,113.590736
Cat 34 Shopping Mall,Shopping Mall,SM,22.212211,113.967817
Happy 38 Recreation Park,Recreation Park,RP,22.237072,114.176349
Egg 49 Bus Station,Bus Station,BS,22.199431,113.945059
Cat 35 Shopping Mall,Shopping Mall,SM,22.256751,114.304467
Happy 39 Shopping Mall,Shopping Mall,SM,22.083502,113.573269
Grape 27 Shopping Mall,Shopping Mall,SM,22.210567,113.591372
Apple 39 Recreation Park,Recreation Park,RP,22.281675,113.540656
Happy 40 Recreation Park,Recreation Park,RP,22.27811,113.613679
Apple 40 Recreation Park,Recreation Park,RP,22.279687,114.081731
Dog 39 Train Station,Train Station,TS,22.313545,113.941371
Cat 36 Recreation Park,Recreation Park,RP,22.272261,113.699328
Banana 28 Recreation Park,Recreation Park,RP,22.222557,114.030447
Banana 29 Recreation Park,Recreation Park,RP,22.090489,114.041035
Apple 41 Shopping Mall,Shopping Mall,SM,22.252107,114.206132
Banana 30 Train Station,Train Station,TS,22.157497,113.740394
Happy 41 Residential Building,Residential Building,RB,22.106174,113.941968
Grape 28 Train Station,Train Station,TS,22.201611,113.748703
Fruit 41 Bus Station,Bus Station,BS,22.301653,114.111561
Apple 42 Bus Station,Bus Station,BS,22.2365,113.554275
Banana 31 Train Station,Train Station,TS,22.281633,114.089491
Egg 50 Recreation Park,Recreation Park,RP,22.141869,113.922912
Apple 43 Shopping Mall,Shopping Mall,SM,22.087375,113.701971
Apple 44 Shopping Mall,Shopping Mall,SM,22.305786,114.284279
Fruit 42 Residential Building,Residential Building,RB,22.313196,113.967057
Cat 37 Bus Station,Bus Station,BS,22.092757,113.787423
Cat 38 Recreation Park,Recreation Park,RP,22.179668,113.565224
Egg 51 Residential Building,Residential Building,RB,22.190399,114.004907
Happy 42 Residential Building,Residential Building,RB,22.251847,114.247172
Fruit 43 Train Station,Train Station,TS,22.257339,113.805854
Dog 40 Train Station,Train Station,TS,22.142166,113.624796
Cat 39 Train Station,Train Station,TS,22.338302,114.179681
Happy 43 Shopping Mall,Shopping Mall,SM,22.284375,114.050841
Egg 52 Bus Station,Bus Station,BS,22.143718,114.280127
Egg 53 Residential Building,Residential Building,RB,22.105796,113.793685
Cat 40 Bus Station,Bus Station,BS,22.243279,113.905606
Grape 29 Bus Station,Bus Station,BS,22.313324,114.127581
Apple 45 Bus Station,Bus Station,BS,22.15285,113.601629
Happy 44 Train Station,Train Station,TS,22.305853,113.614783
Fruit 44 Recreation Park,Recreation Park,RP,22.225407,113.630623
Happy 45 Bus Station,Bus Station,BS,22.29027,113.611797
Cat 41 Shopping Mall,Shopping Mall,SM,22.101072,113.935616
Cat 42 Bus Station,Bus Station,BS,22.209849,113.794952
Grape 30 Shopping Mall,Shopping Mall,SM,22.190592,113.969859
Happy 46 Residential Building,Residential Building,RB,22.135846,114.072436
Fruit 45 Residential Building,Residential Building,RB,22.232535,114.183458
Dog 41 Train Station,Train Station,TS,22.093703,114.090936
Fruit 46 Shopping Mall,Shopping Mall,SM,22.26658,114.301938
Dog 42 Shopping Mall,Shopping Mall,SM,22.274434,114.115243
Happy 47 Residential Building,Residential Building,RB,22.290149,113.767723
Cat 43 Residential Building,Residential Building,RB,22.116591,113.604712
Dog 43 Residential Building,Residential Building,RB,22.260435,113.886766
Egg 54 Train Station,Train Station,TS,22.115537,113.574379
Apple 46 Bus Station,Bus Station,BS,22.184534,114.192415
Grape 31 Residential Building,Residential Building,RB,22.313779,114.052208
Fruit 47 Bus Station,Bus Station,BS,22.16651,114.245031
Apple 47 Shopping Mall,Shopping Mall,SM,22.175293,113.870104
Cat 44 Residential Building,Residential Building,RB,22.098825,114.041508
Egg 55 Bus Station,Bus Station,BS,22.310872,113.685951
Cat 45 Residential Building,Residential Building,RB,22.235707,114.209025
Apple 48 Bus Station,Bus Station,BS,22.145948,113.753598
Egg 56 Recreation Park,Recreation Park,RP,22.183361,114.092837
Fruit 48 Shopping Mall,Shopping Mall,SM,22.201258,114.089586
Happy 48 Shopping Mall,Shopping Mall,SM,22.250901,114.020801
Dog 44 Shopping Mall,Shopping Mall,SM,22.214284,113.890905
Happy 49 Residential Building,Residential Building,RB,22.18269,113.898301
Happy 50 Train Station,Train Station,TS,22.137015,113.510945
Fruit 49 Train Station,Train Station,TS,22.119673,113.930647
Dog 45 Train Station,Train Station,TS,22.094416,114.229537
Dog 46 Bus Station,Bus Station,BS,22.33664,113.506808
Grape 32 Bus Station,Bus Station,BS,22.105096,114.05554
Happy 51 Train Station,Train Station,TS,22.29745,113.671657
Dog 47 Shopping Mall,Shopping Mall,SM,22.140079,113.872742
Cat 46 Bus Station,Bus Station,BS,22.286531,113.953982
Fruit 50 Residential Building,Residential Building,RB,22.138615,114.044241
Cat 47 Shopping Mall,Shopping Mall,SM,22.254742,114.156915
Fruit 51 Bus Station,Bus Station,BS,22.097665,114.257063
Grape 33 Recreation Park,Recreation Park,RP,22.215139,114.102696
Fruit 52 Bus Station,Bus Station,BS,22.320821,113.518067
Banana 32 Train Station,Train Station,TS,22.130716,114.139851
Grape 34 Residential Building,Residential Building,RB,22.205231,113.588747
Grape 35 Shopping Mall,Shopping Mall,SM,22.116672,114.180786
Apple 49 Bus Station,Bus Station,BS,22.080612,114.200856
Banana 33 Shopping Mall,Shopping Mall,SM,22.284094,114.156788
Egg 57 Residential Building,Residential Building,RB,22.195231,113.885433
Banana 34 Residential Building,Residential Building,RB,22.22977,114.016688
Dog 48 Residential Building,Residential Building,RB,22.333913,114.216671
Happy 52 Recreation Park,Recreation Park,RP,22.217298,114.136063
Grape 36 Shopping Mall,Shopping Mall,SM,22.196661,113.74812
Grape 37 Recreation Park,Recreation Park,RP,22.252432,113.561547
Happy 53 Residential Building,Residential Building,RB,22.262597,113.976492
Grape 38 Recreation Park,Recreation Park,RP,22.22093,114.213508
Dog 49 Train Station,Train Station,TS,22.117202,114.203762
Happy 54 Recreation Park,Recreation Park,RP,22.280909,114.084138
Fruit 53 Train Station,Train Station,TS,22.148687,114.239349
Dog 50 Train Station,Train Station,TS,22.174109,113.574124
Grape 39 Residential Building,Residential Building,RB,22.226498,114.305146
Grape 40 Bus Station,Bus Station,BS,22.315754,114.026197
Grape 41 Bus Station,Bus Station,BS,22.19166,114.09948
Banana 35 Bus Station,Bus Station,BS,22.325292,114.198431
Egg 58 Bus Station,Bus Station,BS,22.308029,114.081918
Fruit 54 Shopping Mall,Shopping Mall,SM,22.139544,114.284524
Apple 50 Residential Building,Residential Building,RB,22.185036,113.734058
Fruit 55 Bus Station,Bus Station,BS,22.187139,113.596191
Egg 59 Recreation Park,Recreation Park,RP,22.277242,113.70185
Egg 60 Shopping Mall,Shopping Mall,SM,22.225983,113.972152
Dog 51 Recreation Park,Recreation Park,RP,22.128281,113.681425
Cat 48 Residential Building,Residential Building,RB,22.151846,113.791707
Fruit 56 Residential Building,Residential Building,RB,22.318989,113.826337
Egg 61 Shopping Mall,Shopping Mall,SM,22.317358,113.675719
Grape 42 Recreation Park,Recreation Park,RP,22.336959,114.228482
Grape 43 Residential Building,Residential Building,RB,22.128714,114.272177
Egg 62 Bus Station,Bus Station,BS,22.294891,114.206222
Fruit 57 Train Station,Train Station,TS,22.127876,113.727394
Cat 49 Bus Station,Bus Station,BS,22.092183,114.276005
Banana 36 Train Station,Train Station,TS,22.133809,113.911353
Banana 37 Recreation Park,Recreation Park,RP,22.244124,113.774526
Apple 51 Shopping Mall,Shopping Mall,SM,22.108954,114.103808
Cat 50 Residential Building,Residential Building,RB,22.166936,113.701565
Fruit 58 Residential Building,Residential Building,RB,22.327324,113.708603
Dog 52 Residential Building,Residential Building,RB,22.28757,114.169481
Apple 52 Residential Building,Residential Building,RB,22.095816,113.992404
Egg 63 Train Station,Train Station,TS,22.110615,113.503244
Egg 64 Shopping Mall,Shopping Mall,SM,22.147067,113.909147
Cat 51 Residential Building,Residential Building,RB,22.159259,113.494113
Happy 55 Residential Building,Residential Building,RB,22.238506,113.979182
Dog 53 Recreation Park,Recreation Park,RP,22.117265,114.024804
Fruit 59 Bus Station,Bus Station,BS,22.239136,113.640272
Grape 44 Train Station,Train Station,TS,22.237235,113.945911
Happy 56 Residential Building,Residential Building,RB,22.143963,114.036083
Apple 53 Train Station,Train Station,TS,22.250149,114.156811
Fruit 60 Bus Station,Bus Station,BS,22.230616,114.281011
Grape 45 Recreation Park,Recreation Park,RP,22.302227,114.178977
Dog 54 Bus Station,Bus Station,BS,22.238782,113.589438
Cat 52 Recreation Park,Recreation Park,RP,22.336314,113.685509
Fruit 61 Bus Station,Bus Station,BS,22.111824,113.893412
Banana 38 Shopping Mall,Shopping Mall,SM,22.274136,113.964789
Egg 65 Train Station,Train Station,TS,22.10724,113.647298
Apple 54 Recreation Park,Recreation Park,RP,22.080241,113.664306
Egg 66 Train Station,Train Station,TS,22.267238,114.289695
Happy 57 Shopping Mall,Shopping Mall,SM,22.189454,114.057086
Grape 46 Shopping Mall,Shopping Mall,SM,22.181149,113.752405
Apple 55 Bus Station,Bus Station,BS,22.291038,113.878186
Egg 67 Train Station,Train Station,TS,22.209667,114.009599
Happy 58 Train Station,Train Station,TS,22.264991,113.852478
Dog 55 Train Station,Train Station,TS,22.158372,113.68093
Banana 39 Bus Station,Bus Station,BS,22.325364,113.634515
Cat 53 Bus Station,Bus Station,BS,22.205422,113.916777
Apple 56 Shopping Mall,Shopping Mall,SM,22.101554,114.008113
Grape 47 Bus Station,Bus Station,BS,22.316351,114.142405
