Landmark_Name,Type,Abbreviation,Latitude,Longitude
Cat 19 Bus Station,Bus Station,BS,22.091569,113.58663
Cat 20 Shopping Mall,Shopping Mall,SM,22.308604,114.088832
Apple 14 Bus Station,Bus Station,BS,22.30966,113.945264
Happy 20 Shopping Mall,Shopping Mall,SM,22.235618,113.930631
Happy 21 Recreation Park,Recreation Park,RP,22.283743,113.689955
Cat 21 Bus Station,Bus Station,BS,22.127652,113.950307
Apple 15 Bus Station,Bus Station,BS,22.143475,114.198352
Grape 15 Bus Station,Bus Station,BS,22.295747,113.963713
Egg 19 Shopping Mall,Shopping Mall,SM,22.191701,114.180187
Dog 16 Recreation Park,Recreation Park,RP,22.203033,113.54879
Banana 18 Train Station,Train Station,TS,22.09797,113.586618
Apple 16 Residential Building,Residential Building,RB,22.147911,113.668451
Fruit 9 Shopping Mall,Shopping Mall,SM,22.164356,113.795333
Grape 16 Residential Building,Residential Building,RB,22.285968,114.170424
Fruit 10 Residential Building,Residential Building,RB,22.263475,113.961863
Banana 19 Train Station,Train Station,TS,22.219521,113.962568
Fruit 11 Bus Station,Bus Station,BS,22.199587,113.844577
Banana 20 Bus Station,Bus Station,BS,22.342508,113.772391
Grape 17 Train Station,Train Station,TS,22.223999,114.24103
Happy 22 Shopping Mall,Shopping Mall,SM,22.235872,114.033465
Banana 21 Recreation Park,Recreation Park,RP,22.223745,113.695682
Banana 22 Bus Station,Bus Station,BS,22.101633,113.560322
Fruit 12 Bus Station,Bus Station,BS,22.11695,113.653109
Fruit 13 Residential Building,Residential Building,RB,22.135488,113.804812
Happy 23 Residential Building,Residential Building,RB,22.174161,114.085657
Cat 22 Shopping Mall,Shopping Mall,SM,22.215741,113.748649
Apple 17 Bus Station,Bus Station,BS,22.258396,114.264232
Dog 17 Bus Station,Bus Station,BS,22.273555,113.782289
Happy 24 Bus Station,Bus Station,BS,22.218113,114.026768
Happy 25 Shopping Mall,Shopping Mall,SM,22.333181,113.826923
Cat 23 Residential Building,Residential Building,RB,22.137775,113.540368
Cat 24 Shopping Mall,Shopping Mall,SM,22.282639,113.709093
Fruit 14 Residential Building,Residential Building,RB,22.235255,114.083471
Apple 18 Residential Building,Residential Building,RB,22.221166,113.786736
Egg 20 Shopping Mall,Shopping Mall,SM,22.142887,114.015088
Fruit 15 Train Station,Train Station,TS,22.134987,113.584445
Egg 21 Residential Building,Residential Building,RB,22.205676,113.852801
Happy 26 Recreation Park,Recreation Park,RP,22.344602,114.097662
Grape 18 Bus Station,Bus Station,BS,22.345749,114.261068
Cat 25 Recreation Park,Recreation Park,RP,22.208952,113.896334
Apple 19 Bus Station,Bus Station,BS,22.211595,114.266902
Happy 27 Bus Station,Bus Station,BS,22.136754,113.688364
Banana 23 Residential Building,Residential Building,RB,22.138232,114.017434
Happy 28 Train Station,Train Station,TS,22.103498,113.965273
Apple 20 Train Station,Train Station,TS,22.168608,113.514756
Apple 21 Recreation Park,Recreation Park,RP,22.278845,114.132345
Fruit 16 Shopping Mall,Shopping Mall,SM,22.135696,114.246536
Banana 24 Bus Station,Bus Station,BS,22.184634,113.996784
Grape 19 Shopping Mall,Shopping Mall,SM,22.202099,114.239877
Egg 22 Recreation Park,Recreation Park,RP,22.267936,113.70662
Cat 26 Shopping Mall,Shopping Mall,SM,22.339942,113.894233
Apple 22 Shopping Mall,Shopping Mall,SM,22.097124,114.077471
Dog 18 Residential Building,Residential Building,RB,22.11017,114.277403
Dog 19 Train Station,Train Station,TS,22.33799,113.868596
Happy 29 Train Station,Train Station,TS,22.161037,114.21263
Apple 23 Recreation Park,Recreation Park,RP,22.130145,114.014256
Cat 27 Shopping Mall,Shopping Mall,SM,22.206573,113.495844
Dog 20 Residential Building,Residential Building,RB,22.267451,113.752452
Happy 30 Train Station,Train Station,TS,22.083543,113.703744
Egg 23 Residential Building,Residential Building,RB,22.226792,113.520211
Fruit 17 Train Station,Train Station,TS,22.256122,114.066778
Apple 24 Shopping Mall,Shopping Mall,SM,22.268121,113.70065
Cat 28 Bus Station,Bus Station,BS,22.110418,113.575743
Banana 25 Recreation Park,Recreation Park,RP,22.234255,113.840194
Banana 26 Bus Station,Bus Station,BS,22.128922,113.798438
Banana 27 Residential Building,Residential Building,RB,22.31515,113.927034
Egg 24 Recreation Park,Recreation Park,RP,22.309567,114.253325
Fruit 18 Shopping Mall,Shopping Mall,SM,22.270171,113.989979
Fruit 19 Recreation Park,Recreation Park,RP,22.190727,114.059214
Grape 20 Recreation Park,Recreation Park,RP,22.263477,114.284471
Cat 29 Train Station,Train Station,TS,22.210312,114.118884
Fruit 20 Shopping Mall,Shopping Mall,SM,22.169481,113.754148
Apple 25 Recreation Park,Recreation Park,RP,22.148893,114.199071
Banana 28 Bus Station,Bus Station,BS,22.291698,113.721859
Happy 31 Recreation Park,Recreation Park,RP,22.215062,113.802884
Grape 21 Recreation Park,Recreation Park,RP,22.226556,114.259598
Dog 21 Recreation Park,Recreation Park,RP,22.165454,113.642661
Apple 26 Train Station,Train Station,TS,22.209215,113.945088
Banana 29 Residential Building,Residential Building,RB,22.296359,113.869816
Apple 27 Recreation Park,Recreation Park,RP,22.30953,113.864916
Banana 30 Recreation Park,Recreation Park,RP,22.262689,113.545988
Apple 28 Shopping Mall,Shopping Mall,SM,22.213316,113.822888
Egg 25 Recreation Park,Recreation Park,RP,22.093242,114.299401
Cat 30 Train Station,Train Station,TS,22.136937,114.192059
Dog 22 Recreation Park,Recreation Park,RP,22.14815,113.72121
Egg 26 Train Station,Train Station,TS,22.203099,113.6997
Grape 22 Residential Building,Residential Building,RB,22.108607,113.600741
Happy 32 Residential Building,Residential Building,RB,22.276062,114.049844
Banana 31 Shopping Mall,Shopping Mall,SM,22.203471,113.820377
Happy 33 Bus Station,Bus Station,BS,22.168334,113.879399
Cat 31 Recreation Park,Recreation Park,RP,22.292301,114.247579
Banana 32 Bus Station,Bus Station,BS,22.159706,113.52226
Happy 34 Shopping Mall,Shopping Mall,SM,22.149688,113.665059
Fruit 21 Shopping Mall,Shopping Mall,SM,22.137625,113.634395
Apple 29 Residential Building,Residential Building,RB,22.34752,113.835928
Fruit 22 Residential Building,Residential Building,RB,22.175139,113.868968
Egg 27 Bus Station,Bus Station,BS,22.156498,113.603273
Cat 32 Bus Station,Bus Station,BS,22.194629,114.243262
Happy 35 Recreation Park,Recreation Park,RP,22.203205,113.967835
Happy 36 Train Station,Train Station,TS,22.154617,114.060153
Apple 30 Shopping Mall,Shopping Mall,SM,22.282419,113.615217
Dog 23 Bus Station,Bus Station,BS,22.256119,113.966388
Grape 23 Train Station,Train Station,TS,22.093322,113.934147
Grape 24 Residential Building,Residential Building,RB,22.082843,113.825824
Dog 24 Recreation Park,Recreation Park,RP,22.214148,114.296724
Cat 33 Shopping Mall,Shopping Mall,SM,22.170249,113.600336
Banana 33 Shopping Mall,Shopping Mall,SM,22.098429,113.916238
Fruit 23 Bus Station,Bus Station,BS,22.212329,113.657061
Banana 34 Recreation Park,Recreation Park,RP,22.150483,113.564964
Egg 28 Recreation Park,Recreation Park,RP,22.197977,114.0512
Dog 25 Shopping Mall,Shopping Mall,SM,22.124776,113.668547
Dog 26 Recreation Park,Recreation Park,RP,22.107071,113.819255
Dog 27 Recreation Park,Recreation Park,RP,22.176781,113.804276
Egg 29 Bus Station,Bus Station,BS,22.1942,113.709155
Egg 30 Recreation Park,Recreation Park,RP,22.143717,113.563676
Happy 37 Train Station,Train Station,TS,22.269589,113.787878
Dog 28 Bus Station,Bus Station,BS,22.173161,114.239829
Cat 34 Shopping Mall,Shopping Mall,SM,22.30399,114.029827
Fruit 24 Recreation Park,Recreation Park,RP,22.136737,113.845707
Dog 29 Recreation Park,Recreation Park,RP,22.248078,113.524069
Happy 38 Bus Station,Bus Station,BS,22.244626,114.096008
Grape 25 Shopping Mall,Shopping Mall,SM,22.211221,113.510739
Happy 39 Shopping Mall,Shopping Mall,SM,22.221991,113.586475
Apple 31 Residential Building,Residential Building,RB,22.327643,114.174971
Fruit 25 Residential Building,Residential Building,RB,22.112607,114.061891
Apple 32 Recreation Park,Recreation Park,RP,22.239749,113.789293
Apple 33 Train Station,Train Station,TS,22.346521,114.086761
Banana 35 Shopping Mall,Shopping Mall,SM,22.294373,113.551196
Banana 36 Shopping Mall,Shopping Mall,SM,22.21692,114.005817
Grape 26 Train Station,Train Station,TS,22.19094,113.712066
Dog 30 Shopping Mall,Shopping Mall,SM,22.297093,113.503998
Cat 35 Bus Station,Bus Station,BS,22.089465,113.819291
Grape 27 Bus Station,Bus Station,BS,22.091795,113.943703
Apple 34 Residential Building,Residential Building,RB,22.135499,114.081324
Happy 40 Train Station,Train Station,TS,22.263427,113.920467
Egg 31 Recreation Park,Recreation Park,RP,22.163804,114.151186
Fruit 26 Residential Building,Residential Building,RB,22.169438,114.069206
Banana 37 Shopping Mall,Shopping Mall,SM,22.168518,114.070049
Happy 41 Shopping Mall,Shopping Mall,SM,22.187364,113.697306
Banana 38 Residential Building,Residential Building,RB,22.256929,114.10279
Dog 31 Residential Building,Residential Building,RB,22.291996,114.202908
Banana 39 Recreation Park,Recreation Park,RP,22.216131,113.511932
Apple 35 Residential Building,Residential Building,RB,22.123401,114.264757
Egg 32 Shopping Mall,Shopping Mall,SM,22.126709,113.982082
Banana 40 Train Station,Train Station,TS,22.086418,113.925166
Grape 28 Residential Building,Residential Building,RB,22.282375,113.800781
Grape 29 Residential Building,Residential Building,RB,22.226091,114.222885
Apple 36 Residential Building,Residential Building,RB,22.287992,114.198533
Banana 41 Shopping Mall,Shopping Mall,SM,22.248518,114.053265
Banana 42 Bus Station,Bus Station,BS,22.308035,113.762444
Cat 36 Bus Station,Bus Station,BS,22.300637,114.15678
Grape 30 Residential Building,Residential Building,RB,22.117071,114.179478
Happy 42 Train Station,Train Station,TS,22.086054,114.126676
Cat 37 Residential Building,Residential Building,RB,22.160374,114.222415
Grape 31 Recreation Park,Recreation Park,RP,22.243752,114.248999
Apple 37 Train Station,Train Station,TS,22.225158,113.578938
Egg 33 Bus Station,Bus Station,BS,22.230758,114.234622
Banana 43 Residential Building,Residential Building,RB,22.331801,113.950442
Apple 38 Train Station,Train Station,TS,22.194766,113.691318
Cat 38 Residential Building,Residential Building,RB,22.114331,114.118024
Fruit 27 Residential Building,Residential Building,RB,22.217932,114.193673
Fruit 28 Bus Station,Bus Station,BS,22.141243,114.031846
Banana 44 Train Station,Train Station,TS,22.221979,114.073422
Apple 39 Shopping Mall,Shopping Mall,SM,22.173638,114.212312
Cat 39 Recreation Park,Recreation Park,RP,22.111492,113.852145
Happy 43 Residential Building,Residential Building,RB,22.170446,113.802019
Happy 44 Bus Station,Bus Station,BS,22.168381,113.619584
Egg 34 Bus Station,Bus Station,BS,22.126994,113.623642
Dog 32 Train Station,Train Station,TS,22.239239,113.563736
Apple 40 Residential Building,Residential Building,RB,22.175233,114.023864
Apple 41 Shopping Mall,Shopping Mall,SM,22.113155,114.049013
Dog 33 Train Station,Train Station,TS,22.27816,114.24822
Egg 35 Residential Building,Residential Building,RB,22.247421,113.50988
Dog 34 Bus Station,Bus Station,BS,22.206253,113.713555
Cat 40 Shopping Mall,Shopping Mall,SM,22.340062,113.962421
Happy 45 Recreation Park,Recreation Park,RP,22.344304,113.675392
Grape 32 Bus Station,Bus Station,BS,22.227436,114.049321
Dog 35 Residential Building,Residential Building,RB,22.338806,114.28741
