Landmark_Name,Type,Abbreviation,Latitude,Longitude
Apple 11 Recreation Park,Recreation Park,RP,22.327501,113.509911
Happy 14 Train Station,Train Station,TS,22.288395,114.051429
Apple 12 Recreation Park,Recreation Park,RP,22.187702,113.609975
Apple 13 Train Station,Train Station,TS,22.218041,113.943117
Dog 11 Shopping Mall,Shopping Mall,SM,22.150901,113.779965
Dog 12 Residential Building,Residential Building,RB,22.120904,114.166394
Grape 23 Residential Building,Residential Building,RB,22.195439,113.665129
Dog 13 Recreation Park,Recreation Park,RP,22.192462,113.695131
Happy 15 Residential Building,Residential Building,RB,22.234799,114.115294
Dog 14 Recreation Park,Recreation Park,RP,22.297819,114.19125
Grape 24 Recreation Park,Recreation Park,RP,22.178303,113.689602
Apple 14 Recreation Park,Recreation Park,RP,22.346775,114.131259
Dog 15 Recreation Park,Recreation Park,RP,22.285766,113.993569
Dog 16 Residential Building,Residential Building,RB,22.201967,113.692646
Egg 19 Shopping Mall,Shopping Mall,SM,22.172934,113.990802
Cat 14 Train Station,Train Station,TS,22.330483,113.619208
Egg 20 Residential Building,Residential Building,RB,22.327633,113.494127
Dog 17 Recreation Park,Recreation Park,RP,22.234804,114.1539
Dog 18 Train Station,Train Station,TS,22.326381,113.717658
Apple 15 Residential Building,Residential Building,RB,22.115497,114.294013
Banana 7 Bus Station,Bus Station,BS,22.182002,113.856661
Banana 8 Bus Station,Bus Station,BS,22.1323,113.754027
Dog 19 Residential Building,Residential Building,RB,22.341798,113.559263
Grape 25 Shopping Mall,Shopping Mall,SM,22.166624,113.931767
Banana 9 Train Station,Train Station,TS,22.224656,114.169299
Grape 26 Recreation Park,Recreation Park,RP,22.192822,114.083663
Fruit 13 Residential Building,Residential Building,RB,22.232975,113.720989
Fruit 14 Residential Building,Residential Building,RB,22.114658,113.957281
Banana 10 Residential Building,Residential Building,RB,22.094317,113.599057
Banana 11 Shopping Mall,Shopping Mall,SM,22.080778,114.071653
Egg 21 Residential Building,Residential Building,RB,22.21795,113.966937
Egg 22 Shopping Mall,Shopping Mall,SM,22.248697,114.072811
Grape 27 Recreation Park,Recreation Park,RP,22.086905,113.894043
Banana 12 Recreation Park,Recreation Park,RP,22.121741,113.6154
Happy 16 Train Station,Train Station,TS,22.271574,114.06677
Cat 15 Recreation Park,Recreation Park,RP,22.196733,114.11489
Dog 20 Recreation Park,Recreation Park,RP,22.269688,114.173994
Cat 16 Residential Building,Residential Building,RB,22.166561,113.64391
Grape 28 Recreation Park,Recreation Park,RP,22.181601,113.611252
Dog 21 Residential Building,Residential Building,RB,22.173267,113.672945
Grape 29 Train Station,Train Station,TS,22.219166,114.170419
Apple 16 Train Station,Train Station,TS,22.314419,114.129094
Apple 17 Shopping Mall,Shopping Mall,SM,22.103445,114.045242
Dog 22 Recreation Park,Recreation Park,RP,22.134733,114.124301
Apple 18 Residential Building,Residential Building,RB,22.323449,113.537041
Grape 30 Train Station,Train Station,TS,22.309634,114.222601
Grape 31 Residential Building,Residential Building,RB,22.245398,113.946184
Dog 23 Residential Building,Residential Building,RB,22.287099,113.755031
Egg 23 Residential Building,Residential Building,RB,22.113782,113.536454
Grape 32 Recreation Park,Recreation Park,RP,22.166159,113.924026
Apple 19 Bus Station,Bus Station,BS,22.143871,113.9589
Happy 17 Bus Station,Bus Station,BS,22.082601,113.645969
Egg 24 Shopping Mall,Shopping Mall,SM,22.285252,113.701501
Egg 25 Residential Building,Residential Building,RB,22.315908,113.702258
Apple 20 Bus Station,Bus Station,BS,22.13602,114.152228
Fruit 15 Residential Building,Residential Building,RB,22.173335,113.785257
Apple 21 Shopping Mall,Shopping Mall,SM,22.17058,113.527144
Fruit 16 Shopping Mall,Shopping Mall,SM,22.19774,113.761303
Apple 22 Train Station,Train Station,TS,22.084578,114.234089
Apple 23 Recreation Park,Recreation Park,RP,22.237569,113.80928
Banana 13 Bus Station,Bus Station,BS,22.157399,113.744044
Grape 33 Train Station,Train Station,TS,22.140136,113.560627
Banana 14 Bus Station,Bus Station,BS,22.213996,113.809899
Apple 24 Train Station,Train Station,TS,22.122867,114.080518
Dog 24 Bus Station,Bus Station,BS,22.288465,113.80105
Cat 17 Shopping Mall,Shopping Mall,SM,22.197242,113.777144
Banana 15 Train Station,Train Station,TS,22.199795,113.514488
Fruit 17 Shopping Mall,Shopping Mall,SM,22.217456,114.023904
Fruit 18 Recreation Park,Recreation Park,RP,22.119152,114.004165
Apple 25 Bus Station,Bus Station,BS,22.202808,113.503063
Fruit 19 Train Station,Train Station,TS,22.185937,114.167089
Apple 26 Recreation Park,Recreation Park,RP,22.278074,113.578794
Happy 18 Recreation Park,Recreation Park,RP,22.101421,113.61557
Banana 16 Train Station,Train Station,TS,22.173139,113.640288
Egg 26 Bus Station,Bus Station,BS,22.133056,113.665072
Cat 18 Recreation Park,Recreation Park,RP,22.128628,114.225731
Banana 17 Residential Building,Residential Building,RB,22.203064,113.755669
Happy 19 Bus Station,Bus Station,BS,22.175467,113.851934
Banana 18 Recreation Park,Recreation Park,RP,22.181662,113.515122
Banana 19 Shopping Mall,Shopping Mall,SM,22.121067,114.21672
Cat 19 Shopping Mall,Shopping Mall,SM,22.085112,113.885877
Cat 20 Shopping Mall,Shopping Mall,SM,22.244142,114.285183
Cat 21 Train Station,Train Station,TS,22.23473,114.087654
Happy 20 Residential Building,Residential Building,RB,22.28209,114.112752
Egg 27 Recreation Park,Recreation Park,RP,22.151191,114.153341
Banana 20 Train Station,Train Station,TS,22.193912,114.281211
Egg 28 Bus Station,Bus Station,BS,22.161498,114.09782
Happy 21 Residential Building,Residential Building,RB,22.10368,113.745039
Dog 25 Train Station,Train Station,TS,22.32539,113.747383
Egg 29 Recreation Park,Recreation Park,RP,22.297749,113.807289
Egg 30 Shopping Mall,Shopping Mall,SM,22.232697,113.900617
Banana 21 Residential Building,Residential Building,RB,22.258369,113.868297
Cat 22 Bus Station,Bus Station,BS,22.16192,113.82977
Banana 22 Recreation Park,Recreation Park,RP,22.3441,113.543905
Fruit 20 Bus Station,Bus Station,BS,22.261841,114.225884
Egg 31 Recreation Park,Recreation Park,RP,22.342449,113.530782
