Line_ID,From_Station,To_Station,Price
TrainLine_6,Fruit 52 Train Station,Cat 36 Train Station,5.73
TrainLine_6,Cat 36 Train Station,Egg 7 Train Station,0.32
TrainLine_7,Fruit 52 Train Station,Happy 36 Train Station,2.88
TrainLine_8,Grape 2 Train Station,Banana 7 Train Station,2.27
TrainLine_8,Banana 7 Train Station,Apple 59 Train Station,1.6
TrainLine_8,Apple 59 Train Station,Apple 65 Train Station,2.18
TrainLine_8,Apple 65 Train Station,Banana 47 Train Station,5.99
TrainLine_8,Banana 47 Train Station,Fruit 60 Train Station,3.25
TrainLine_9,Grape 48 Train Station,Egg 4 Train Station,9.47
TrainLine_9,Egg 4 Train Station,Cat 48 Train Station,4.79
TrainLine_9,Cat 48 Train Station,Grape 26 Train Station,10.92
TrainLine_9,Grape 26 Train Station,Grape 18 Train Station,6.84
TrainLine_9,Grape 18 Train Station,Egg 8 Train Station,4.05
TrainLine_9,Egg 8 Train Station,Happy 24 Train Station,5.95
TrainLine_10,Grape 58 Train Station,Egg 52 Train Station,7.78
TrainLine_10,Egg 52 Train Station,Grape 30 Train Station,6.76
TrainLine_10,Grape 30 Train Station,Fruit 45 Train Station,10.69
TrainLine_10,Fruit 45 Train Station,Happy 39 Train Station,4.05
TrainLine_10,Happy 39 Train Station,Fruit 11 Train Station,4.74
TrainLine_10,Fruit 11 Train Station,Grape 48 Train Station,3.18
TrainLine_10,Grape 48 Train Station,Cat 48 Train Station,11.14
TrainLine_10,Cat 48 Train Station,Egg 8 Train Station,5.01
TrainLine_10,Egg 8 Train Station,Happy 24 Train Station,5.95
TrainLine_10,Happy 24 Train Station,Fruit 23 Train Station,10.03
TrainLine_10,Fruit 23 Train Station,Apple 35 Train Station,7.63
TrainLine_10,Apple 35 Train Station,Cat 23 Train Station,0.57
