Line_ID,From_Station,To_Station,Price
TrainLine_7,Banana 15 Train Station,Egg 7 Train Station,11.06
TrainLine_7,Egg 7 Train Station,Grape 25 Train Station,12.02
TrainLine_7,Grape 25 Train Station,Dog 15 Train Station,12.59
TrainLine_7,Dog 15 Train Station,Apple 16 Train Station,12.77
TrainLine_7,Apple 16 Train Station,Fruit 26 Train Station,5.68
TrainLine_7,Fruit 26 Train Station,Banana 27 Train Station,8.25
TrainLine_7,Banana 27 Train Station,Dog 29 Train Station,6.09
TrainLine_7,Dog 29 Train Station,Banana 25 Train Station,12.06
TrainLine_7,Banana 25 Train Station,Dog 26 Train Station,5.64
TrainLine_7,Dog 26 Train Station,Dog 8 Train Station,12.03
TrainLine_8,Apple 5 Train Station,Cat 22 Train Station,1.81
TrainLine_8,Cat 22 Train Station,Egg 23 Train Station,2.28
TrainLine_8,Egg 23 Train Station,Fruit 18 Train Station,4.44
TrainLine_8,Fruit 18 Train Station,Cat 20 Train Station,14.0
TrainLine_8,Cat 20 Train Station,Dog 13 Train Station,8.68
TrainLine_9,Fruit 4 Train Station,Apple 4 Train Station,7.54
TrainLine_9,Apple 4 Train Station,Happy 33 Train Station,1.13
TrainLine_9,Happy 33 Train Station,Apple 12 Train Station,5.39
TrainLine_10,Grape 10 Train Station,Dog 35 Train Station,11.23
TrainLine_10,Dog 35 Train Station,Egg 7 Train Station,12.36
TrainLine_10,Egg 7 Train Station,Dog 27 Train Station,1.18
TrainLine_10,Dog 27 Train Station,Egg 9 Train Station,11.87
TrainLine_10,Egg 9 Train Station,Grape 25 Train Station,22.36
TrainLine_10,Grape 25 Train Station,Apple 16 Train Station,3.66
TrainLine_10,Apple 16 Train Station,Egg 20 Train Station,7.14
TrainLine_10,Egg 20 Train Station,Banana 27 Train Station,4.85
TrainLine_10,Banana 27 Train Station,Grape 13 Train Station,15.21
TrainLine_10,Grape 13 Train Station,Cat 5 Train Station,2.49
TrainLine_10,Cat 5 Train Station,Fruit 19 Train Station,3.92
TrainLine_10,Fruit 19 Train Station,Cat 20 Train Station,23.63
TrainLine_10,Cat 20 Train Station,Happy 24 Train Station,16.78
