Landmark_Name,Type,Abbreviation,Latitude,Longitude
Banana 9 Shopping Mall,Shopping Mall,SM,22.349972,113.79497
Grape 6 Shopping Mall,Shopping Mall,SM,22.34558,113.640928
Happy 10 Shopping Mall,Shopping Mall,SM,22.164441,114.183609
Banana 10 Recreation Park,Recreation Park,RP,22.18019,113.759943
Fruit 9 Recreation Park,Recreation Park,RP,22.238763,113.533777
Dog 8 Bus Station,Bus Station,BS,22.328023,113.524559
Banana 11 Residential Building,Residential Building,RB,22.151117,114.151805
Banana 12 Bus Station,Bus Station,BS,22.304456,114.120602
Cat 6 Shopping Mall,Shopping Mall,SM,22.30827,113.700812
Apple 8 Bus Station,Bus Station,BS,22.307275,113.909823
Cat 7 Recreation Park,Recreation Park,RP,22.276727,113.638018
Happy 11 Recreation Park,Recreation Park,RP,22.258518,114.186143
Cat 8 Recreation Park,Recreation Park,RP,22.094755,114.011436
Dog 9 Shopping Mall,Shopping Mall,SM,22.214078,113.762304
Cat 9 Train Station,Train Station,TS,22.330699,113.784489
Happy 12 Recreation Park,Recreation Park,RP,22.244562,113.623576
Dog 10 Shopping Mall,Shopping Mall,SM,22.289309,114.131932
Grape 7 Recreation Park,Recreation Park,RP,22.268389,113.560217
Banana 13 Recreation Park,Recreation Park,RP,22.274832,113.580396
Egg 9 Train Station,Train Station,TS,22.218844,113.517607
Happy 13 Shopping Mall,Shopping Mall,SM,22.190434,113.67033
Banana 14 Residential Building,Residential Building,RB,22.11009,114.291746
Apple 9 Recreation Park,Recreation Park,RP,22.318664,113.907912
Dog 11 Train Station,Train Station,TS,22.270739,114.056259
Apple 10 Residential Building,Residential Building,RB,22.292196,113.80953
Fruit 10 Residential Building,Residential Building,RB,22.168379,113.832217
Dog 12 Recreation Park,Recreation Park,RP,22.215285,114.277234
Grape 8 Shopping Mall,Shopping Mall,SM,22.202534,113.999751
Cat 10 Shopping Mall,Shopping Mall,SM,22.136764,114.157306
Grape 9 Train Station,Train Station,TS,22.248195,113.941783
Fruit 11 Recreation Park,Recreation Park,RP,22.286037,114.1468
Banana 15 Shopping Mall,Shopping Mall,SM,22.13101,114.252048
Dog 13 Bus Station,Bus Station,BS,22.195183,113.64947
Happy 14 Recreation Park,Recreation Park,RP,22.119731,113.98376
Happy 15 Train Station,Train Station,TS,22.242653,113.933032
Banana 16 Recreation Park,Recreation Park,RP,22.129621,113.958509
Apple 11 Train Station,Train Station,TS,22.212358,113.839119
Dog 14 Bus Station,Bus Station,BS,22.259371,114.154667
Grape 10 Recreation Park,Recreation Park,RP,22.312188,113.947472
Banana 17 Recreation Park,Recreation Park,RP,22.337406,113.516055
Happy 16 Bus Station,Bus Station,BS,22.158714,113.594998
Dog 15 Recreation Park,Recreation Park,RP,22.236746,114.024668
Dog 16 Train Station,Train Station,TS,22.133611,113.638913
Happy 17 Train Station,Train Station,TS,22.166565,113.701864
Apple 12 Recreation Park,Recreation Park,RP,22.196525,113.557907
Cat 11 Residential Building,Residential Building,RB,22.146872,114.101177
Dog 17 Train Station,Train Station,TS,22.303745,114.029139
Egg 10 Shopping Mall,Shopping Mall,SM,22.145507,113.921169
Cat 12 Recreation Park,Recreation Park,RP,22.215529,113.624337
Cat 13 Shopping Mall,Shopping Mall,SM,22.193342,114.017954
Banana 18 Bus Station,Bus Station,BS,22.256991,114.158459
Fruit 12 Train Station,Train Station,TS,22.237674,114.082784
Banana 19 Train Station,Train Station,TS,22.176412,114.291167
Dog 18 Train Station,Train Station,TS,22.156677,113.628125
Cat 14 Residential Building,Residential Building,RB,22.128878,113.952111
Cat 15 Recreation Park,Recreation Park,RP,22.136071,114.094237
Grape 11 Shopping Mall,Shopping Mall,SM,22.23415,113.994477
Egg 11 Shopping Mall,Shopping Mall,SM,22.292079,113.802245
Cat 16 Train Station,Train Station,TS,22.105054,113.619655
Happy 18 Residential Building,Residential Building,RB,22.105534,114.127117
Dog 19 Recreation Park,Recreation Park,RP,22.286501,113.554541
Fruit 13 Recreation Park,Recreation Park,RP,22.160048,113.617682
Apple 13 Shopping Mall,Shopping Mall,SM,22.312555,113.985203
Banana 20 Residential Building,Residential Building,RB,22.089004,113.856724
Fruit 14 Shopping Mall,Shopping Mall,SM,22.08909,114.18768
Dog 20 Train Station,Train Station,TS,22.224067,114.158941
Dog 21 Train Station,Train Station,TS,22.13395,113.860455
Dog 22 Train Station,Train Station,TS,22.342741,113.702983
Egg 12 Recreation Park,Recreation Park,RP,22.269494,113.912249
Egg 13 Train Station,Train Station,TS,22.266542,114.132422
Dog 23 Train Station,Train Station,TS,22.114858,114.088443
Cat 17 Recreation Park,Recreation Park,RP,22.210659,114.287231
Happy 19 Bus Station,Bus Station,BS,22.227699,114.186818
Fruit 15 Recreation Park,Recreation Park,RP,22.331616,113.681219
Banana 21 Bus Station,Bus Station,BS,22.120576,113.90803
Cat 18 Bus Station,Bus Station,BS,22.236378,113.640921
Egg 14 Bus Station,Bus Station,BS,22.26105,114.262753
Grape 12 Recreation Park,Recreation Park,RP,22.156718,113.968668
Dog 24 Train Station,Train Station,TS,22.257497,113.570639
Apple 14 Residential Building,Residential Building,RB,22.240121,113.785561
Cat 19 Residential Building,Residential Building,RB,22.09551,113.837779
Grape 13 Shopping Mall,Shopping Mall,SM,22.080621,114.033692
Grape 14 Bus Station,Bus Station,BS,22.130461,113.65535
Happy 20 Bus Station,Bus Station,BS,22.136947,113.875397
Grape 15 Recreation Park,Recreation Park,RP,22.110036,113.517464
Apple 15 Bus Station,Bus Station,BS,22.26821,114.244281
Cat 20 Bus Station,Bus Station,BS,22.085662,114.073103
Fruit 16 Shopping Mall,Shopping Mall,SM,22.291884,114.016622
Dog 25 Recreation Park,Recreation Park,RP,22.120244,113.923591
Grape 16 Residential Building,Residential Building,RB,22.220195,113.618349
Grape 17 Train Station,Train Station,TS,22.272749,114.081995
Happy 21 Recreation Park,Recreation Park,RP,22.212997,113.710133
Dog 26 Residential Building,Residential Building,RB,22.284359,113.55408
Grape 18 Bus Station,Bus Station,BS,22.194121,113.678689
Happy 22 Train Station,Train Station,TS,22.10716,113.745769
Egg 15 Recreation Park,Recreation Park,RP,22.337034,113.632844
Cat 21 Bus Station,Bus Station,BS,22.098542,114.229466
Fruit 17 Train Station,Train Station,TS,22.344289,113.87161
Grape 19 Shopping Mall,Shopping Mall,SM,22.177056,113.727926
Grape 20 Bus Station,Bus Station,BS,22.141349,113.672275
Banana 22 Recreation Park,Recreation Park,RP,22.150859,113.64822
Egg 16 Train Station,Train Station,TS,22.235932,114.135553
Happy 23 Recreation Park,Recreation Park,RP,22.323225,114.051702
Cat 22 Recreation Park,Recreation Park,RP,22.087463,114.166321
Fruit 18 Shopping Mall,Shopping Mall,SM,22.157145,113.634931
Grape 21 Shopping Mall,Shopping Mall,SM,22.302623,113.643059
Grape 22 Residential Building,Residential Building,RB,22.271482,113.581902
Dog 27 Recreation Park,Recreation Park,RP,22.189704,114.295055
Egg 17 Train Station,Train Station,TS,22.110574,113.805873
Happy 24 Shopping Mall,Shopping Mall,SM,22.291408,113.828173
Fruit 19 Recreation Park,Recreation Park,RP,22.187825,113.610605
Apple 16 Train Station,Train Station,TS,22.158423,113.692366
Fruit 20 Bus Station,Bus Station,BS,22.088893,113.64845
Banana 23 Residential Building,Residential Building,RB,22.183647,113.925201
Cat 23 Residential Building,Residential Building,RB,22.170702,113.592579
Apple 17 Shopping Mall,Shopping Mall,SM,22.287491,114.193269
Grape 23 Residential Building,Residential Building,RB,22.152109,113.730011
Happy 25 Recreation Park,Recreation Park,RP,22.327415,114.056345
Banana 24 Train Station,Train Station,TS,22.224156,114.161317
Banana 25 Bus Station,Bus Station,BS,22.33191,114.021491
Grape 24 Shopping Mall,Shopping Mall,SM,22.229294,113.541783
Cat 24 Residential Building,Residential Building,RB,22.333466,113.530962
Grape 25 Shopping Mall,Shopping Mall,SM,22.265497,113.862919
Egg 18 Recreation Park,Recreation Park,RP,22.291793,114.070544
Fruit 21 Recreation Park,Recreation Park,RP,22.300515,113.789014
Apple 18 Residential Building,Residential Building,RB,22.109042,113.936237
Cat 25 Train Station,Train Station,TS,22.173645,113.609229
Grape 26 Residential Building,Residential Building,RB,22.108125,113.684561
Happy 26 Train Station,Train Station,TS,22.105574,113.804358
Banana 26 Bus Station,Bus Station,BS,22.140041,114.039931
Egg 19 Train Station,Train Station,TS,22.214686,114.164128
Grape 27 Residential Building,Residential Building,RB,22.300409,113.810603
Dog 28 Shopping Mall,Shopping Mall,SM,22.257538,113.672445
Fruit 22 Shopping Mall,Shopping Mall,SM,22.132263,114.27881
Dog 29 Bus Station,Bus Station,BS,22.339556,114.163416
Grape 28 Recreation Park,Recreation Park,RP,22.103345,114.194122
Cat 26 Train Station,Train Station,TS,22.321494,113.777672
Grape 29 Bus Station,Bus Station,BS,22.092135,113.653084
Banana 27 Bus Station,Bus Station,BS,22.1709,114.10493
Happy 27 Shopping Mall,Shopping Mall,SM,22.332512,114.077738
Grape 30 Bus Station,Bus Station,BS,22.346081,113.920134
Apple 19 Shopping Mall,Shopping Mall,SM,22.095289,114.184067
Cat 27 Recreation Park,Recreation Park,RP,22.157808,114.081378
Dog 30 Shopping Mall,Shopping Mall,SM,22.292029,113.882698
Dog 31 Train Station,Train Station,TS,22.326684,113.819655
Apple 20 Train Station,Train Station,TS,22.287784,114.275886
Apple 21 Residential Building,Residential Building,RB,22.211385,114.093682
Egg 20 Bus Station,Bus Station,BS,22.243435,114.135531
Apple 22 Recreation Park,Recreation Park,RP,22.175333,114.284811
Apple 23 Shopping Mall,Shopping Mall,SM,22.292654,113.710653
Apple 24 Residential Building,Residential Building,RB,22.120424,114.034332
Banana 28 Train Station,Train Station,TS,22.163592,113.813992
Happy 28 Shopping Mall,Shopping Mall,SM,22.237084,113.595908
Happy 29 Residential Building,Residential Building,RB,22.299061,113.862596
Banana 29 Residential Building,Residential Building,RB,22.224004,113.932452
Dog 32 Shopping Mall,Shopping Mall,SM,22.143706,113.598358
Cat 28 Residential Building,Residential Building,RB,22.332627,114.293297
Apple 25 Bus Station,Bus Station,BS,22.316605,113.605192
Grape 31 Train Station,Train Station,TS,22.207102,113.574385
Fruit 23 Train Station,Train Station,TS,22.225084,114.203612
Fruit 24 Train Station,Train Station,TS,22.317506,113.492378
Dog 33 Shopping Mall,Shopping Mall,SM,22.330886,113.934169
Cat 29 Bus Station,Bus Station,BS,22.157936,113.558206
Dog 34 Train Station,Train Station,TS,22.332191,114.127105
Apple 26 Residential Building,Residential Building,RB,22.1256,113.974973
Happy 30 Shopping Mall,Shopping Mall,SM,22.118905,114.116254
Banana 30 Recreation Park,Recreation Park,RP,22.18151,114.027158
Grape 32 Bus Station,Bus Station,BS,22.242897,113.922688
Happy 31 Bus Station,Bus Station,BS,22.086611,114.085952
Cat 30 Residential Building,Residential Building,RB,22.127747,113.632779
Grape 33 Recreation Park,Recreation Park,RP,22.305439,113.88381
Fruit 25 Residential Building,Residential Building,RB,22.267684,113.866308
Banana 31 Residential Building,Residential Building,RB,22.285101,113.53118
Happy 32 Bus Station,Bus Station,BS,22.148917,114.298387
Dog 35 Bus Station,Bus Station,BS,22.262174,114.062474
Grape 34 Residential Building,Residential Building,RB,22.191186,113.650894
Happy 33 Residential Building,Residential Building,RB,22.161826,113.875053
Cat 31 Recreation Park,Recreation Park,RP,22.18969,113.661411
Dog 36 Residential Building,Residential Building,RB,22.256392,114.04947
Cat 32 Shopping Mall,Shopping Mall,SM,22.345933,113.971262
Egg 21 Recreation Park,Recreation Park,RP,22.283665,113.873506
Fruit 26 Bus Station,Bus Station,BS,22.290433,113.932384
Egg 22 Residential Building,Residential Building,RB,22.261366,113.879416
Grape 35 Train Station,Train Station,TS,22.2398,113.651816
Fruit 27 Bus Station,Bus Station,BS,22.279203,113.619918
Cat 33 Recreation Park,Recreation Park,RP,22.156007,114.209532
Cat 34 Bus Station,Bus Station,BS,22.263768,113.56242
Apple 27 Train Station,Train Station,TS,22.301376,113.603311
Apple 28 Bus Station,Bus Station,BS,22.150666,113.867737
Dog 37 Shopping Mall,Shopping Mall,SM,22.222185,113.954842
Egg 23 Shopping Mall,Shopping Mall,SM,22.168702,113.84284
Happy 34 Train Station,Train Station,TS,22.110151,114.106242
Fruit 28 Train Station,Train Station,TS,22.183956,113.551174
Fruit 29 Residential Building,Residential Building,RB,22.249286,113.71154
Dog 38 Recreation Park,Recreation Park,RP,22.333058,113.88697
Grape 36 Residential Building,Residential Building,RB,22.347811,113.515254
Dog 39 Bus Station,Bus Station,BS,22.143889,114.097165
Egg 24 Recreation Park,Recreation Park,RP,22.3434,114.030626
Banana 32 Recreation Park,Recreation Park,RP,22.154046,114.153998
Cat 35 Shopping Mall,Shopping Mall,SM,22.099773,114.129532
Dog 40 Recreation Park,Recreation Park,RP,22.164433,113.83622
Banana 33 Residential Building,Residential Building,RB,22.164881,113.961778
Egg 25 Train Station,Train Station,TS,22.285421,113.70744
Dog 41 Recreation Park,Recreation Park,RP,22.166026,113.556048
Dog 42 Train Station,Train Station,TS,22.283761,114.09802
Egg 26 Residential Building,Residential Building,RB,22.207682,114.203936
Egg 27 Recreation Park,Recreation Park,RP,22.103823,113.990067
Grape 37 Train Station,Train Station,TS,22.329289,113.614978
Happy 35 Shopping Mall,Shopping Mall,SM,22.331046,113.960529
Grape 38 Shopping Mall,Shopping Mall,SM,22.231331,113.872948
Happy 36 Shopping Mall,Shopping Mall,SM,22.24546,114.037768
Apple 29 Shopping Mall,Shopping Mall,SM,22.11398,114.070682
Fruit 30 Bus Station,Bus Station,BS,22.255986,113.982526
Fruit 31 Recreation Park,Recreation Park,RP,22.227656,114.090105
Happy 37 Train Station,Train Station,TS,22.335071,113.547164
Happy 38 Residential Building,Residential Building,RB,22.328172,114.273625
Dog 43 Shopping Mall,Shopping Mall,SM,22.254304,113.941103
Cat 36 Shopping Mall,Shopping Mall,SM,22.177562,113.99444
Banana 34 Residential Building,Residential Building,RB,22.312297,114.265009
Grape 39 Bus Station,Bus Station,BS,22.160132,114.129596
Cat 37 Residential Building,Residential Building,RB,22.308649,114.078636
Fruit 32 Shopping Mall,Shopping Mall,SM,22.099674,113.49942
Fruit 33 Bus Station,Bus Station,BS,22.123706,113.599793
Grape 40 Train Station,Train Station,TS,22.247274,113.850458
Happy 39 Train Station,Train Station,TS,22.115701,113.801479
Grape 41 Shopping Mall,Shopping Mall,SM,22.234364,113.641146
Egg 28 Shopping Mall,Shopping Mall,SM,22.302903,113.793631
Fruit 34 Bus Station,Bus Station,BS,22.310273,113.619475
Dog 44 Shopping Mall,Shopping Mall,SM,22.195692,114.307676
Egg 29 Shopping Mall,Shopping Mall,SM,22.21588,114.256209
Egg 30 Shopping Mall,Shopping Mall,SM,22.163793,114.088291
Fruit 35 Shopping Mall,Shopping Mall,SM,22.275945,113.650426
Cat 38 Shopping Mall,Shopping Mall,SM,22.269264,113.702497
Cat 39 Bus Station,Bus Station,BS,22.213915,114.083489
Dog 45 Bus Station,Bus Station,BS,22.309599,113.524065
Happy 40 Recreation Park,Recreation Park,RP,22.25983,113.691722
Apple 30 Shopping Mall,Shopping Mall,SM,22.090941,114.193523
Cat 40 Recreation Park,Recreation Park,RP,22.184598,114.270146
Grape 42 Residential Building,Residential Building,RB,22.14593,113.912902
Grape 43 Recreation Park,Recreation Park,RP,22.191174,113.994547
Dog 46 Recreation Park,Recreation Park,RP,22.302451,113.626026
Happy 41 Shopping Mall,Shopping Mall,SM,22.303114,113.624112
Egg 31 Shopping Mall,Shopping Mall,SM,22.318598,113.961117
