Landmark_Name,Type,Abbreviation,Latitude,Longitude
Fruit 6 Residential Building,Residential Building,RB,22.087958,114.147282
Dog 8 Residential Building,Residential Building,RB,22.124953,114.101045
Banana 9 Recreation Park,Recreation Park,RP,22.279457,113.574392
Apple 8 Train Station,Train Station,TS,22.148221,113.81299
Grape 9 Bus Station,Bus Station,BS,22.099626,114.188058
Fruit 7 Bus Station,Bus Station,BS,22.311487,113.647988
Cat 8 Train Station,Train Station,TS,22.130598,113.737476
Cat 9 Shopping Mall,Shopping Mall,SM,22.299426,113.520105
Happy 7 Bus Station,Bus Station,BS,22.091389,113.605674
Apple 9 Train Station,Train Station,TS,22.232457,114.279698
Dog 9 Train Station,Train Station,TS,22.286464,114.157905
Grape 10 Recreation Park,Recreation Park,RP,22.14259,113.569922
Banana 10 Recreation Park,Recreation Park,RP,22.103181,114.041524
Cat 10 Recreation Park,Recreation Park,RP,22.317852,114.246078
Banana 11 Bus Station,Bus Station,BS,22.261489,114.195264
Dog 10 Residential Building,Residential Building,RB,22.128368,113.552705
Egg 8 Recreation Park,Recreation Park,RP,22.159493,114.142527
Banana 12 Train Station,Train Station,TS,22.175118,114.012791
Happy 8 Train Station,Train Station,TS,22.343671,113.584881
Dog 11 Recreation Park,Recreation Park,RP,22.289105,113.917426
Apple 10 Train Station,Train Station,TS,22.189231,113.744131
Banana 13 Recreation Park,Recreation Park,RP,22.095319,113.681473
Happy 9 Bus Station,Bus Station,BS,22.246004,113.690314
Apple 11 Shopping Mall,Shopping Mall,SM,22.326785,114.303182
Dog 12 Train Station,Train Station,TS,22.343535,114.133941
Happy 10 Shopping Mall,Shopping Mall,SM,22.155451,113.875984
Apple 12 Shopping Mall,Shopping Mall,SM,22.2082,114.272454
Happy 11 Bus Station,Bus Station,BS,22.238574,114.277484
Egg 9 Residential Building,Residential Building,RB,22.26284,114.309349
Happy 12 Recreation Park,Recreation Park,RP,22.193784,113.520998
Banana 14 Train Station,Train Station,TS,22.252815,114.215772
Banana 15 Train Station,Train Station,TS,22.141029,114.296125
Cat 11 Shopping Mall,Shopping Mall,SM,22.097334,113.499758
Egg 10 Recreation Park,Recreation Park,RP,22.114123,113.900244
Happy 13 Recreation Park,Recreation Park,RP,22.217702,113.605179
Cat 12 Recreation Park,Recreation Park,RP,22.182665,113.861064
Egg 11 Residential Building,Residential Building,RB,22.27128,114.199964
Dog 13 Train Station,Train Station,TS,22.328821,113.964401
Grape 11 Bus Station,Bus Station,BS,22.121345,114.147178
Happy 14 Residential Building,Residential Building,RB,22.291393,113.655489
Egg 12 Train Station,Train Station,TS,22.129251,113.639572
Cat 13 Recreation Park,Recreation Park,RP,22.312299,113.738606
Dog 14 Shopping Mall,Shopping Mall,SM,22.080475,113.729053
Apple 13 Train Station,Train Station,TS,22.331248,113.988342
Happy 15 Residential Building,Residential Building,RB,22.341625,113.900631
Banana 16 Bus Station,Bus Station,BS,22.092083,113.974281
Banana 17 Shopping Mall,Shopping Mall,SM,22.183355,113.523068
Dog 15 Shopping Mall,Shopping Mall,SM,22.157159,114.173202
Egg 13 Recreation Park,Recreation Park,RP,22.231616,113.649836
Apple 14 Residential Building,Residential Building,RB,22.109123,114.137628
Apple 15 Recreation Park,Recreation Park,RP,22.132272,114.285519
Banana 18 Recreation Park,Recreation Park,RP,22.222712,113.608047
Happy 16 Shopping Mall,Shopping Mall,SM,22.293139,113.490756
Happy 17 Recreation Park,Recreation Park,RP,22.159626,113.857864
Egg 14 Bus Station,Bus Station,BS,22.204284,113.592915
Fruit 8 Recreation Park,Recreation Park,RP,22.277317,114.097839
Egg 15 Train Station,Train Station,TS,22.163817,113.8355
Happy 18 Residential Building,Residential Building,RB,22.298796,114.273951
Dog 16 Train Station,Train Station,TS,22.214551,113.606275
Banana 19 Residential Building,Residential Building,RB,22.15562,113.862799
Apple 16 Recreation Park,Recreation Park,RP,22.1529,114.266067
Fruit 9 Shopping Mall,Shopping Mall,SM,22.321117,113.913536
Happy 19 Train Station,Train Station,TS,22.148536,114.175995
Happy 20 Recreation Park,Recreation Park,RP,22.10352,113.822639
Banana 20 Residential Building,Residential Building,RB,22.322397,113.995309
Cat 14 Bus Station,Bus Station,BS,22.280782,114.256617
Fruit 10 Shopping Mall,Shopping Mall,SM,22.248574,114.181752
Cat 15 Recreation Park,Recreation Park,RP,22.172257,114.180851
Banana 21 Residential Building,Residential Building,RB,22.330101,113.898626
Apple 17 Residential Building,Residential Building,RB,22.179752,113.78436
Grape 12 Residential Building,Residential Building,RB,22.262253,113.723702
Apple 18 Train Station,Train Station,TS,22.173689,113.492387
Dog 17 Recreation Park,Recreation Park,RP,22.2242,114.139523
Banana 22 Shopping Mall,Shopping Mall,SM,22.273409,113.545234
Cat 16 Residential Building,Residential Building,RB,22.203303,113.562493
Grape 13 Residential Building,Residential Building,RB,22.34687,113.931981
Banana 23 Recreation Park,Recreation Park,RP,22.146343,113.499321
Fruit 11 Train Station,Train Station,TS,22.171982,113.867564
Grape 14 Recreation Park,Recreation Park,RP,22.168634,113.691777
Happy 21 Shopping Mall,Shopping Mall,SM,22.232486,113.929725
Fruit 12 Residential Building,Residential Building,RB,22.230166,114.287428
Grape 15 Shopping Mall,Shopping Mall,SM,22.257611,113.853257
Happy 22 Bus Station,Bus Station,BS,22.252561,113.582828
Banana 24 Train Station,Train Station,TS,22.107969,114.094872
Banana 25 Train Station,Train Station,TS,22.140718,114.109297
Banana 26 Residential Building,Residential Building,RB,22.296452,114.042992
Fruit 13 Recreation Park,Recreation Park,RP,22.299842,113.73965
Dog 18 Recreation Park,Recreation Park,RP,22.222667,113.769296
Apple 19 Recreation Park,Recreation Park,RP,22.216162,113.776855
Apple 20 Residential Building,Residential Building,RB,22.269963,113.675051
Happy 23 Shopping Mall,Shopping Mall,SM,22.161447,114.268475
Grape 16 Shopping Mall,Shopping Mall,SM,22.154724,114.057728
Egg 16 Residential Building,Residential Building,RB,22.244308,113.871628
Cat 17 Recreation Park,Recreation Park,RP,22.192649,113.808407
Happy 24 Shopping Mall,Shopping Mall,SM,22.262199,113.812196
Dog 19 Shopping Mall,Shopping Mall,SM,22.122922,113.748649
Apple 21 Residential Building,Residential Building,RB,22.213737,113.858513
Egg 17 Residential Building,Residential Building,RB,22.088871,113.753227
Dog 20 Bus Station,Bus Station,BS,22.308352,114.060829
Banana 27 Bus Station,Bus Station,BS,22.173232,113.729245
Fruit 14 Residential Building,Residential Building,RB,22.30072,114.00476
Happy 25 Bus Station,Bus Station,BS,22.106554,113.9995
Dog 21 Bus Station,Bus Station,BS,22.203111,113.715744
Banana 28 Recreation Park,Recreation Park,RP,22.260812,113.65508
Banana 29 Shopping Mall,Shopping Mall,SM,22.295266,113.784555
Fruit 15 Residential Building,Residential Building,RB,22.214576,113.726556
Grape 17 Train Station,Train Station,TS,22.15125,113.900109
Happy 26 Bus Station,Bus Station,BS,22.331891,113.800287
Fruit 16 Residential Building,Residential Building,RB,22.084833,114.015319
Fruit 17 Shopping Mall,Shopping Mall,SM,22.215077,113.865289
Dog 22 Residential Building,Residential Building,RB,22.231316,114.281425
Fruit 18 Shopping Mall,Shopping Mall,SM,22.187986,113.552936
Fruit 19 Residential Building,Residential Building,RB,22.216112,113.877331
Banana 30 Bus Station,Bus Station,BS,22.28069,113.914933
Banana 31 Train Station,Train Station,TS,22.206917,113.864809
Banana 32 Recreation Park,Recreation Park,RP,22.238833,113.88095
Dog 23 Recreation Park,Recreation Park,RP,22.288801,114.289123
Egg 18 Shopping Mall,Shopping Mall,SM,22.150089,114.305895
Cat 18 Residential Building,Residential Building,RB,22.33124,114.299367
Egg 19 Residential Building,Residential Building,RB,22.165083,114.142672
Happy 27 Bus Station,Bus Station,BS,22.22808,113.638159
Happy 28 Bus Station,Bus Station,BS,22.260374,113.712068
Grape 18 Shopping Mall,Shopping Mall,SM,22.129828,114.134296
Apple 22 Residential Building,Residential Building,RB,22.211202,113.969164
Happy 29 Train Station,Train Station,TS,22.107827,113.615387
Fruit 20 Shopping Mall,Shopping Mall,SM,22.125786,113.751993
Dog 24 Bus Station,Bus Station,BS,22.218363,113.496482
Happy 30 Shopping Mall,Shopping Mall,SM,22.080542,114.017443
Banana 33 Bus Station,Bus Station,BS,22.240928,114.27317
Egg 20 Residential Building,Residential Building,RB,22.224202,114.071438
Banana 34 Shopping Mall,Shopping Mall,SM,22.288635,113.694615
Banana 35 Residential Building,Residential Building,RB,22.348796,113.629014
Fruit 21 Residential Building,Residential Building,RB,22.149471,113.727296
Fruit 22 Bus Station,Bus Station,BS,22.215567,114.062735
Cat 19 Recreation Park,Recreation Park,RP,22.089267,114.229582
Happy 31 Train Station,Train Station,TS,22.330487,114.099392
Egg 21 Recreation Park,Recreation Park,RP,22.348999,113.683752
Apple 23 Shopping Mall,Shopping Mall,SM,22.237822,114.092581
Happy 32 Shopping Mall,Shopping Mall,SM,22.288155,113.748589
Banana 36 Shopping Mall,Shopping Mall,SM,22.203558,113.951264
Happy 33 Bus Station,Bus Station,BS,22.098735,114.195999
Happy 34 Recreation Park,Recreation Park,RP,22.200904,114.244001
Banana 37 Shopping Mall,Shopping Mall,SM,22.32338,113.916035
Fruit 23 Recreation Park,Recreation Park,RP,22.308447,113.650548
Dog 25 Bus Station,Bus Station,BS,22.20714,113.721354
Dog 26 Shopping Mall,Shopping Mall,SM,22.091329,114.125591
Banana 38 Shopping Mall,Shopping Mall,SM,22.127923,114.242736
Egg 22 Shopping Mall,Shopping Mall,SM,22.317949,113.854932
Fruit 24 Shopping Mall,Shopping Mall,SM,22.286705,113.8662
Egg 23 Bus Station,Bus Station,BS,22.18984,113.493613
Cat 20 Residential Building,Residential Building,RB,22.10812,114.274989
Fruit 25 Shopping Mall,Shopping Mall,SM,22.100928,113.756329
Happy 35 Shopping Mall,Shopping Mall,SM,22.198849,113.5767
Happy 36 Recreation Park,Recreation Park,RP,22.306889,113.986953
Happy 37 Recreation Park,Recreation Park,RP,22.09861,113.856472
Fruit 26 Bus Station,Bus Station,BS,22.103868,113.694663
Grape 19 Shopping Mall,Shopping Mall,SM,22.104715,114.037249
Dog 27 Bus Station,Bus Station,BS,22.213264,114.063746
Apple 24 Bus Station,Bus Station,BS,22.100207,114.191531
Cat 21 Residential Building,Residential Building,RB,22.121225,113.947088
Egg 24 Shopping Mall,Shopping Mall,SM,22.251031,114.158217
Banana 39 Bus Station,Bus Station,BS,22.132295,114.087785
Apple 25 Train Station,Train Station,TS,22.215462,114.130144
Grape 20 Residential Building,Residential Building,RB,22.145184,114.288106
Happy 38 Residential Building,Residential Building,RB,22.20177,113.86078
Grape 21 Residential Building,Residential Building,RB,22.262647,113.565384
Dog 28 Recreation Park,Recreation Park,RP,22.269221,114.259238
Happy 39 Bus Station,Bus Station,BS,22.242475,113.981287
Fruit 27 Recreation Park,Recreation Park,RP,22.309142,113.574295
Apple 26 Bus Station,Bus Station,BS,22.082409,114.052355
Cat 22 Train Station,Train Station,TS,22.111729,113.713403
Fruit 28 Recreation Park,Recreation Park,RP,22.185801,113.838973
Cat 23 Recreation Park,Recreation Park,RP,22.278707,113.978725
Dog 29 Shopping Mall,Shopping Mall,SM,22.180903,113.908942
Grape 22 Bus Station,Bus Station,BS,22.117433,114.020095
Happy 40 Shopping Mall,Shopping Mall,SM,22.311868,114.198933
Egg 25 Recreation Park,Recreation Park,RP,22.294211,113.620139
Grape 23 Residential Building,Residential Building,RB,22.281614,114.246789
Dog 30 Residential Building,Residential Building,RB,22.24555,113.617104
Grape 24 Train Station,Train Station,TS,22.178722,114.105353
Dog 31 Shopping Mall,Shopping Mall,SM,22.194738,114.257143
Fruit 29 Shopping Mall,Shopping Mall,SM,22.201934,114.078929
Banana 40 Train Station,Train Station,TS,22.214407,113.580882
Happy 41 Train Station,Train Station,TS,22.31571,114.060816
Apple 27 Train Station,Train Station,TS,22.170978,114.277945
Happy 42 Train Station,Train Station,TS,22.303168,114.289976
Dog 32 Recreation Park,Recreation Park,RP,22.126036,114.2103
Fruit 30 Train Station,Train Station,TS,22.145448,114.163443
Grape 25 Bus Station,Bus Station,BS,22.16089,113.863525
Dog 33 Bus Station,Bus Station,BS,22.140693,114.28416
Banana 41 Train Station,Train Station,TS,22.159098,114.095433
Cat 24 Recreation Park,Recreation Park,RP,22.287304,114.179156
Apple 28 Shopping Mall,Shopping Mall,SM,22.108303,113.575119
Grape 26 Shopping Mall,Shopping Mall,SM,22.109264,113.721941
Happy 43 Recreation Park,Recreation Park,RP,22.25983,114.236664
Egg 26 Recreation Park,Recreation Park,RP,22.19873,113.542697
Fruit 31 Residential Building,Residential Building,RB,22.085642,113.535385
Fruit 32 Recreation Park,Recreation Park,RP,22.161872,113.606558
Grape 27 Recreation Park,Recreation Park,RP,22.316488,113.681866
Apple 29 Shopping Mall,Shopping Mall,SM,22.15352,113.720499
Happy 44 Shopping Mall,Shopping Mall,SM,22.123653,113.828967
Egg 27 Train Station,Train Station,TS,22.176069,113.671343
Cat 25 Bus Station,Bus Station,BS,22.137829,113.920768
Banana 42 Residential Building,Residential Building,RB,22.34987,113.772238
Apple 30 Bus Station,Bus Station,BS,22.190278,114.026648
Apple 31 Shopping Mall,Shopping Mall,SM,22.149735,113.710817
Fruit 33 Residential Building,Residential Building,RB,22.181116,113.538752
Apple 32 Recreation Park,Recreation Park,RP,22.266124,113.971232
Cat 26 Recreation Park,Recreation Park,RP,22.151063,113.526428
Fruit 34 Train Station,Train Station,TS,22.176285,113.862661
Fruit 35 Bus Station,Bus Station,BS,22.287909,114.027877
Fruit 36 Shopping Mall,Shopping Mall,SM,22.197092,114.066838
Apple 33 Shopping Mall,Shopping Mall,SM,22.259391,113.824567
Cat 27 Shopping Mall,Shopping Mall,SM,22.243336,114.260048
Dog 34 Shopping Mall,Shopping Mall,SM,22.215663,113.931247
Happy 45 Bus Station,Bus Station,BS,22.174066,113.819757
Egg 28 Train Station,Train Station,TS,22.277214,114.166065
Grape 28 Bus Station,Bus Station,BS,22.16899,113.87933
Egg 29 Residential Building,Residential Building,RB,22.306965,113.795577
Apple 34 Bus Station,Bus Station,BS,22.111017,113.613185
Apple 35 Residential Building,Residential Building,RB,22.270136,113.598189
Happy 46 Train Station,Train Station,TS,22.290274,113.985969
Egg 30 Train Station,Train Station,TS,22.334403,114.256435
Fruit 37 Shopping Mall,Shopping Mall,SM,22.282497,113.798467
Happy 47 Recreation Park,Recreation Park,RP,22.122435,114.023078
Apple 36 Train Station,Train Station,TS,22.090483,113.860734
Dog 35 Bus Station,Bus Station,BS,22.15436,114.047804
Apple 37 Recreation Park,Recreation Park,RP,22.300144,113.668812
Apple 38 Bus Station,Bus Station,BS,22.097182,114.12231
Grape 29 Recreation Park,Recreation Park,RP,22.270569,113.95097
Grape 30 Bus Station,Bus Station,BS,22.332954,114.042537
Cat 28 Residential Building,Residential Building,RB,22.128127,114.271746
Happy 48 Train Station,Train Station,TS,22.344663,114.147524
Apple 39 Recreation Park,Recreation Park,RP,22.103688,114.148594
Egg 31 Bus Station,Bus Station,BS,22.22301,114.220763
Apple 40 Recreation Park,Recreation Park,RP,22.150147,114.179019
Cat 29 Train Station,Train Station,TS,22.177689,113.601154
Cat 30 Train Station,Train Station,TS,22.19944,113.670308
Cat 31 Recreation Park,Recreation Park,RP,22.273409,114.238323
Egg 32 Shopping Mall,Shopping Mall,SM,22.339001,114.306088
Apple 41 Recreation Park,Recreation Park,RP,22.164568,113.871195
Dog 36 Train Station,Train Station,TS,22.259044,114.28566
Cat 32 Shopping Mall,Shopping Mall,SM,22.153307,114.067886
Banana 43 Residential Building,Residential Building,RB,22.184906,113.592886
Egg 33 Train Station,Train Station,TS,22.09661,113.545539
