Line_ID,From_Station,To_Station,Price
TrainLine_8,Happy 18 Train Station,Banana 42 Train Station,9.45
TrainLine_9,Fruit 39 Train Station,Cat 58 Train Station,8.7
TrainLine_9,Cat 58 Train Station,Grape 23 Train Station,5.77
TrainLine_9,Grape 23 Train Station,Dog 20 Train Station,15.86
TrainLine_9,Dog 20 Train Station,Cat 21 Train Station,5.16
TrainLine_9,Cat 21 Train Station,Banana 30 Train Station,4.69
TrainLine_9,Banana 30 Train Station,Happy 59 Train Station,9.59
TrainLine_10,Apple 53 Train Station,Grape 54 Train Station,1.58
TrainLine_10,Grape 54 Train Station,Fruit 4 Train Station,0.96
TrainLine_10,Fruit 4 Train Station,Fruit 66 Train Station,1.38
