Landmark_Name,Type,Abbreviation,Latitude,Longitude
Cat 5 Shopping Mall,Shopping Mall,SM,22.221429,113.933466
Happy 5 Bus Station,Bus Station,BS,22.346196,113.636361
Fruit 8 Recreation Park,Recreation Park,RP,22.310017,113.669376
Banana 8 Recreation Park,Recreation Park,RP,22.179581,113.618678
Egg 7 Shopping Mall,Shopping Mall,SM,22.28771,114.115082
Dog 4 Bus Station,Bus Station,BS,22.162584,114.273819
Egg 8 Train Station,Train Station,TS,22.254896,113.585465
Egg 9 Residential Building,Residential Building,RB,22.198407,114.116854
Egg 10 Residential Building,Residential Building,RB,22.308189,114.264117
Happy 6 Shopping Mall,Shopping Mall,SM,22.264815,113.582784
Happy 7 Bus Station,Bus Station,BS,22.183292,113.598618
Apple 3 Residential Building,Residential Building,RB,22.321987,114.084989
Cat 6 Shopping Mall,Shopping Mall,SM,22.099976,113.534485
Grape 6 Train Station,Train Station,TS,22.334048,113.674965
Fruit 9 Bus Station,Bus Station,BS,22.348472,114.305048
Fruit 10 Bus Station,Bus Station,BS,22.218786,113.51339
Banana 9 Recreation Park,Recreation Park,RP,22.323873,113.749991
Fruit 11 Train Station,Train Station,TS,22.13463,113.646369
Cat 7 Recreation Park,Recreation Park,RP,22.263414,113.807684
Dog 5 Train Station,Train Station,TS,22.303494,114.19063
Grape 7 Bus Station,Bus Station,BS,22.1737,114.29935
Dog 6 Residential Building,Residential Building,RB,22.302672,113.762493
Banana 10 Shopping Mall,Shopping Mall,SM,22.274022,113.68384
Fruit 12 Shopping Mall,Shopping Mall,SM,22.104808,114.145907
Cat 8 Shopping Mall,Shopping Mall,SM,22.223335,113.557946
Banana 11 Recreation Park,Recreation Park,RP,22.256913,113.555933
Happy 8 Shopping Mall,Shopping Mall,SM,22.201381,113.523154
Grape 8 Train Station,Train Station,TS,22.153615,114.287684
Apple 4 Recreation Park,Recreation Park,RP,22.149253,114.2268
Dog 7 Residential Building,Residential Building,RB,22.194408,113.568002
Dog 8 Recreation Park,Recreation Park,RP,22.184345,114.283351
Grape 9 Recreation Park,Recreation Park,RP,22.247684,113.629703
Cat 9 Recreation Park,Recreation Park,RP,22.080184,113.887561
Apple 5 Shopping Mall,Shopping Mall,SM,22.33427,114.284651
Banana 12 Train Station,Train Station,TS,22.131866,114.17801
Fruit 13 Shopping Mall,Shopping Mall,SM,22.236395,113.58102
Happy 9 Shopping Mall,Shopping Mall,SM,22.100516,113.513001
Fruit 14 Residential Building,Residential Building,RB,22.126045,114.259385
Fruit 15 Recreation Park,Recreation Park,RP,22.275389,113.937776
Egg 11 Shopping Mall,Shopping Mall,SM,22.109193,114.174605
Fruit 16 Train Station,Train Station,TS,22.248075,114.127808
Grape 10 Recreation Park,Recreation Park,RP,22.204236,114.285644
Egg 12 Bus Station,Bus Station,BS,22.251418,113.996872
Egg 13 Recreation Park,Recreation Park,RP,22.084287,114.170814
Apple 6 Shopping Mall,Shopping Mall,SM,22.132608,114.166942
Happy 10 Bus Station,Bus Station,BS,22.193194,113.914403
Cat 10 Recreation Park,Recreation Park,RP,22.16484,113.635974
Egg 14 Residential Building,Residential Building,RB,22.289556,114.306904
Cat 11 Train Station,Train Station,TS,22.088686,113.904997
Happy 11 Residential Building,Residential Building,RB,22.176133,113.542019
Banana 13 Bus Station,Bus Station,BS,22.177768,113.582103
Cat 12 Bus Station,Bus Station,BS,22.130597,113.59444
Dog 9 Recreation Park,Recreation Park,RP,22.309694,114.255092
Dog 10 Shopping Mall,Shopping Mall,SM,22.196344,113.7089
Fruit 17 Bus Station,Bus Station,BS,22.269094,113.866125
Banana 14 Shopping Mall,Shopping Mall,SM,22.205891,114.097192
Happy 12 Train Station,Train Station,TS,22.082363,113.985125
Dog 11 Shopping Mall,Shopping Mall,SM,22.218092,114.006601
Apple 7 Train Station,Train Station,TS,22.219624,114.057307
Banana 15 Bus Station,Bus Station,BS,22.19749,114.188642
Banana 16 Shopping Mall,Shopping Mall,SM,22.213769,114.094876
Fruit 18 Bus Station,Bus Station,BS,22.175592,114.009637
Banana 17 Train Station,Train Station,TS,22.331813,113.95129
Egg 15 Shopping Mall,Shopping Mall,SM,22.294722,113.924052
Grape 11 Shopping Mall,Shopping Mall,SM,22.270552,113.860806
Apple 8 Bus Station,Bus Station,BS,22.244629,113.664747
Egg 16 Bus Station,Bus Station,BS,22.342588,113.964252
Grape 12 Recreation Park,Recreation Park,RP,22.125843,114.059628
Apple 9 Recreation Park,Recreation Park,RP,22.096653,114.107241
Egg 17 Residential Building,Residential Building,RB,22.347985,113.587284
Happy 13 Bus Station,Bus Station,BS,22.104657,113.936447
Fruit 19 Bus Station,Bus Station,BS,22.34759,114.19895
Grape 13 Shopping Mall,Shopping Mall,SM,22.163418,113.889904
Apple 10 Shopping Mall,Shopping Mall,SM,22.294021,113.695186
Banana 18 Residential Building,Residential Building,RB,22.311831,114.298055
Grape 14 Bus Station,Bus Station,BS,22.216717,113.985493
Egg 18 Residential Building,Residential Building,RB,22.162848,114.055126
Dog 12 Shopping Mall,Shopping Mall,SM,22.147943,114.256316
Apple 11 Residential Building,Residential Building,RB,22.338836,113.907106
Egg 19 Residential Building,Residential Building,RB,22.298587,114.13295
Happy 14 Train Station,Train Station,TS,22.289873,113.59645
Cat 13 Recreation Park,Recreation Park,RP,22.198765,113.523723
Banana 19 Recreation Park,Recreation Park,RP,22.263881,114.297821
Apple 12 Recreation Park,Recreation Park,RP,22.162068,113.634242
Cat 14 Residential Building,Residential Building,RB,22.12816,113.652144
Apple 13 Residential Building,Residential Building,RB,22.259874,113.804575
Fruit 20 Shopping Mall,Shopping Mall,SM,22.227422,114.159876
Happy 15 Train Station,Train Station,TS,22.286858,113.954597
Dog 13 Train Station,Train Station,TS,22.140533,113.673475
Dog 14 Recreation Park,Recreation Park,RP,22.294075,113.977435
Apple 14 Shopping Mall,Shopping Mall,SM,22.169398,113.98157
Apple 15 Recreation Park,Recreation Park,RP,22.245973,114.247096
Fruit 21 Train Station,Train Station,TS,22.230126,113.533074
Apple 16 Shopping Mall,Shopping Mall,SM,22.347097,114.308496
Happy 16 Train Station,Train Station,TS,22.250889,114.03342
Egg 20 Bus Station,Bus Station,BS,22.088457,113.85688
Cat 15 Bus Station,Bus Station,BS,22.345426,113.589882
Apple 17 Shopping Mall,Shopping Mall,SM,22.113311,114.149219
Egg 21 Shopping Mall,Shopping Mall,SM,22.128404,113.773549
Fruit 22 Residential Building,Residential Building,RB,22.235491,114.213751
Happy 17 Bus Station,Bus Station,BS,22.297097,113.843827
Cat 16 Recreation Park,Recreation Park,RP,22.081834,114.209645
Apple 18 Bus Station,Bus Station,BS,22.212203,113.985362
Grape 15 Recreation Park,Recreation Park,RP,22.33033,113.70656
Egg 22 Recreation Park,Recreation Park,RP,22.170451,113.792728
Egg 23 Bus Station,Bus Station,BS,22.341595,114.247255
Cat 17 Residential Building,Residential Building,RB,22.256605,113.883355
Apple 19 Recreation Park,Recreation Park,RP,22.140214,114.138672
Happy 18 Residential Building,Residential Building,RB,22.239498,113.982824
Grape 16 Train Station,Train Station,TS,22.345257,113.815915
Fruit 23 Residential Building,Residential Building,RB,22.127879,113.5144
Cat 18 Residential Building,Residential Building,RB,22.205193,114.263164
Grape 17 Bus Station,Bus Station,BS,22.295126,113.761782
Dog 15 Shopping Mall,Shopping Mall,SM,22.287296,113.886658
Apple 20 Train Station,Train Station,TS,22.099176,114.1652
Happy 19 Recreation Park,Recreation Park,RP,22.269265,114.195956
Grape 18 Recreation Park,Recreation Park,RP,22.300755,113.97407
Apple 21 Recreation Park,Recreation Park,RP,22.154598,113.650248
Apple 22 Bus Station,Bus Station,BS,22.286805,114.184921
Banana 20 Recreation Park,Recreation Park,RP,22.310372,113.751794
Dog 16 Shopping Mall,Shopping Mall,SM,22.151516,113.747528
Fruit 24 Shopping Mall,Shopping Mall,SM,22.228841,113.72356
Cat 19 Bus Station,Bus Station,BS,22.223547,114.260253
Happy 20 Train Station,Train Station,TS,22.277915,113.685334
Dog 17 Train Station,Train Station,TS,22.21596,113.598088
Egg 24 Bus Station,Bus Station,BS,22.245932,114.197147
Apple 23 Shopping Mall,Shopping Mall,SM,22.290653,113.660416
Grape 19 Recreation Park,Recreation Park,RP,22.293398,114.302588
Grape 20 Recreation Park,Recreation Park,RP,22.15672,113.772827
Banana 21 Train Station,Train Station,TS,22.089863,114.270272
Banana 22 Recreation Park,Recreation Park,RP,22.197773,114.015643
Grape 21 Train Station,Train Station,TS,22.126686,113.921608
Banana 23 Bus Station,Bus Station,BS,22.222439,114.266486
Fruit 25 Residential Building,Residential Building,RB,22.140456,113.864908
Grape 22 Train Station,Train Station,TS,22.318695,113.844621
Apple 24 Train Station,Train Station,TS,22.098157,113.753991
Egg 25 Shopping Mall,Shopping Mall,SM,22.231226,113.584462
Fruit 26 Bus Station,Bus Station,BS,22.194769,114.156395
Banana 24 Shopping Mall,Shopping Mall,SM,22.203199,114.034505
Dog 18 Train Station,Train Station,TS,22.290462,114.095728
Dog 19 Bus Station,Bus Station,BS,22.264844,113.812787
Cat 20 Recreation Park,Recreation Park,RP,22.146771,113.764118
Egg 26 Residential Building,Residential Building,RB,22.16777,113.990249
Banana 25 Recreation Park,Recreation Park,RP,22.108788,113.735931
Dog 20 Shopping Mall,Shopping Mall,SM,22.251749,113.775765
Egg 27 Shopping Mall,Shopping Mall,SM,22.20146,113.970434
Apple 25 Shopping Mall,Shopping Mall,SM,22.238187,113.995302
Banana 26 Train Station,Train Station,TS,22.131476,113.994968
Cat 21 Recreation Park,Recreation Park,RP,22.129337,114.214072
Apple 26 Train Station,Train Station,TS,22.330745,114.161069
Apple 27 Residential Building,Residential Building,RB,22.169793,113.703623
Banana 27 Bus Station,Bus Station,BS,22.150378,114.198661
Banana 28 Bus Station,Bus Station,BS,22.087231,113.614677
Banana 29 Bus Station,Bus Station,BS,22.102641,114.018474
Grape 23 Recreation Park,Recreation Park,RP,22.172992,113.517829
Fruit 27 Bus Station,Bus Station,BS,22.176634,114.021696
Fruit 28 Shopping Mall,Shopping Mall,SM,22.286032,113.65068
Happy 21 Train Station,Train Station,TS,22.094213,113.792935
Dog 21 Recreation Park,Recreation Park,RP,22.167141,114.167783
Cat 22 Shopping Mall,Shopping Mall,SM,22.193848,113.552136
Happy 22 Bus Station,Bus Station,BS,22.318568,113.571352
Fruit 29 Recreation Park,Recreation Park,RP,22.099485,113.567227
Cat 23 Train Station,Train Station,TS,22.217885,114.191978
Dog 22 Residential Building,Residential Building,RB,22.23394,113.556067
Cat 24 Bus Station,Bus Station,BS,22.297305,113.981171
Happy 23 Shopping Mall,Shopping Mall,SM,22.154668,113.6074
Egg 28 Residential Building,Residential Building,RB,22.106906,113.662343
Egg 29 Residential Building,Residential Building,RB,22.245344,113.959108
Egg 30 Bus Station,Bus Station,BS,22.272436,113.758028
Egg 31 Bus Station,Bus Station,BS,22.088957,113.86972
Cat 25 Recreation Park,Recreation Park,RP,22.224688,113.914112
Egg 32 Residential Building,Residential Building,RB,22.181794,114.19714
Banana 30 Recreation Park,Recreation Park,RP,22.120304,113.526419
Egg 33 Train Station,Train Station,TS,22.22739,113.546738
Apple 28 Bus Station,Bus Station,BS,22.236231,114.287034
Banana 31 Shopping Mall,Shopping Mall,SM,22.087174,113.820891
Egg 34 Shopping Mall,Shopping Mall,SM,22.112756,114.196552
Egg 35 Residential Building,Residential Building,RB,22.266879,114.174247
Cat 26 Train Station,Train Station,TS,22.088085,113.717293
Happy 24 Recreation Park,Recreation Park,RP,22.329585,113.820828
Happy 25 Bus Station,Bus Station,BS,22.105126,113.65285
Egg 36 Train Station,Train Station,TS,22.270316,113.992396
Cat 27 Shopping Mall,Shopping Mall,SM,22.285738,114.14414
Cat 28 Train Station,Train Station,TS,22.187906,114.199101
Cat 29 Residential Building,Residential Building,RB,22.179986,114.13038
Cat 30 Train Station,Train Station,TS,22.238478,113.749466
Happy 26 Residential Building,Residential Building,RB,22.203128,113.713794
Fruit 30 Shopping Mall,Shopping Mall,SM,22.204106,113.597566
Happy 27 Recreation Park,Recreation Park,RP,22.204017,113.881535
Apple 29 Recreation Park,Recreation Park,RP,22.15781,114.297806
Grape 24 Residential Building,Residential Building,RB,22.236493,113.540084
Apple 30 Train Station,Train Station,TS,22.117372,113.953893
Grape 25 Residential Building,Residential Building,RB,22.105927,114.041329
Happy 28 Residential Building,Residential Building,RB,22.135878,113.815916
Grape 26 Train Station,Train Station,TS,22.162578,114.152833
Grape 27 Shopping Mall,Shopping Mall,SM,22.141338,113.603234
Egg 37 Residential Building,Residential Building,RB,22.197928,114.052435
Cat 31 Train Station,Train Station,TS,22.115028,114.164284
Cat 32 Residential Building,Residential Building,RB,22.213594,114.250638
Cat 33 Shopping Mall,Shopping Mall,SM,22.118961,113.66741
Grape 28 Shopping Mall,Shopping Mall,SM,22.136584,114.276712
Banana 32 Shopping Mall,Shopping Mall,SM,22.299804,114.160411
Grape 29 Shopping Mall,Shopping Mall,SM,22.307503,113.770974
Grape 30 Residential Building,Residential Building,RB,22.240336,113.677816
Apple 31 Residential Building,Residential Building,RB,22.287622,113.844938
Cat 34 Recreation Park,Recreation Park,RP,22.259107,113.764403
Grape 31 Residential Building,Residential Building,RB,22.175366,113.501173
Banana 33 Shopping Mall,Shopping Mall,SM,22.260422,113.908817
Banana 34 Shopping Mall,Shopping Mall,SM,22.240042,113.817897
Dog 23 Shopping Mall,Shopping Mall,SM,22.140746,114.049596
Cat 35 Recreation Park,Recreation Park,RP,22.304355,114.270894
Banana 35 Train Station,Train Station,TS,22.325616,114.12987
Happy 29 Train Station,Train Station,TS,22.124675,114.218703
Happy 30 Residential Building,Residential Building,RB,22.170997,113.879924
Dog 24 Bus Station,Bus Station,BS,22.113236,113.793564
Cat 36 Residential Building,Residential Building,RB,22.31418,113.578734
Grape 32 Train Station,Train Station,TS,22.297763,113.917317
Cat 37 Shopping Mall,Shopping Mall,SM,22.13781,113.874005
Grape 33 Train Station,Train Station,TS,22.326811,113.984719
Cat 38 Residential Building,Residential Building,RB,22.195814,114.284481
Fruit 31 Residential Building,Residential Building,RB,22.296033,114.167215
Apple 32 Shopping Mall,Shopping Mall,SM,22.136537,114.215979
Egg 38 Bus Station,Bus Station,BS,22.283821,113.832993
Egg 39 Train Station,Train Station,TS,22.219821,113.829925
Banana 36 Train Station,Train Station,TS,22.21138,113.900027
Apple 33 Train Station,Train Station,TS,22.148323,113.875074
Banana 37 Residential Building,Residential Building,RB,22.301667,113.88621
Dog 25 Train Station,Train Station,TS,22.125008,114.154574
Cat 39 Train Station,Train Station,TS,22.148914,113.760212
Cat 40 Shopping Mall,Shopping Mall,SM,22.271597,113.757644
Dog 26 Shopping Mall,Shopping Mall,SM,22.103839,114.051594
Apple 34 Train Station,Train Station,TS,22.184855,114.047957
Dog 27 Train Station,Train Station,TS,22.116364,113.646057
Egg 40 Train Station,Train Station,TS,22.265707,113.98145
Fruit 32 Bus Station,Bus Station,BS,22.084344,113.956193
Apple 35 Bus Station,Bus Station,BS,22.14902,114.26541
Banana 38 Recreation Park,Recreation Park,RP,22.32052,113.909682
Banana 39 Bus Station,Bus Station,BS,22.259655,113.673245
Dog 28 Residential Building,Residential Building,RB,22.178266,114.038826
Grape 34 Train Station,Train Station,TS,22.227582,113.497872
Banana 40 Shopping Mall,Shopping Mall,SM,22.214221,113.85325
Dog 29 Recreation Park,Recreation Park,RP,22.163748,113.865768
Banana 41 Residential Building,Residential Building,RB,22.110074,113.741045
Egg 41 Residential Building,Residential Building,RB,22.113759,113.509918
Cat 41 Train Station,Train Station,TS,22.241382,114.241175
Egg 42 Recreation Park,Recreation Park,RP,22.260948,114.037887
Banana 42 Bus Station,Bus Station,BS,22.179271,113.605959
Fruit 33 Recreation Park,Recreation Park,RP,22.3009,114.086125
Banana 43 Bus Station,Bus Station,BS,22.331719,114.199098
Apple 36 Recreation Park,Recreation Park,RP,22.141986,114.062583
Happy 31 Shopping Mall,Shopping Mall,SM,22.298094,114.036844
Dog 30 Residential Building,Residential Building,RB,22.222102,113.914956
Cat 42 Bus Station,Bus Station,BS,22.240313,113.839483
Fruit 34 Shopping Mall,Shopping Mall,SM,22.093694,114.089299
Cat 43 Residential Building,Residential Building,RB,22.219409,113.695834
Egg 43 Bus Station,Bus Station,BS,22.329879,113.894408
Grape 35 Bus Station,Bus Station,BS,22.255777,113.690768
Cat 44 Residential Building,Residential Building,RB,22.088607,114.191116
Dog 31 Bus Station,Bus Station,BS,22.112015,114.304357
Cat 45 Bus Station,Bus Station,BS,22.143433,114.263644
Banana 44 Residential Building,Residential Building,RB,22.165303,113.967174
Egg 44 Train Station,Train Station,TS,22.294088,113.660316
