Line_ID,From_Station,To_Station,Price
TrainLine_4,Happy 17 Train Station,Cat 26 Train Station,8.62
TrainLine_4,Cat 26 Train Station,Banana 28 Train Station,8.1
TrainLine_4,Banana 28 Train Station,Apple 11 Train Station,2.74
TrainLine_4,Apple 11 Train Station,Happy 15 Train Station,4.93
TrainLine_4,Happy 15 Train Station,Fruit 12 Train Station,7.49
TrainLine_4,Fruit 12 Train Station,Dog 42 Train Station,2.43
TrainLine_5,Egg 13 Train Station,Dog 5 Train Station,4.95
TrainLine_5,Dog 5 Train Station,Happy 34 Train Station,10.69
TrainLine_5,Happy 34 Train Station,Cat 26 Train Station,19.53
TrainLine_5,Cat 26 Train Station,Happy 39 Train Station,10.36
TrainLine_5,Happy 39 Train Station,Happy 26 Train Station,0.53
TrainLine_5,Happy 26 Train Station,Egg 25 Train Station,10.21
TrainLine_5,Egg 25 Train Station,Dog 16 Train Station,8.33
TrainLine_6,Apple 4 Train Station,Dog 23 Train Station,4.91
TrainLine_6,Dog 23 Train Station,Cat 2 Train Station,6.93
TrainLine_6,Cat 2 Train Station,Grape 9 Train Station,4.66
TrainLine_6,Grape 9 Train Station,Grape 40 Train Station,4.57
TrainLine_6,Grape 40 Train Station,Banana 28 Train Station,4.56
TrainLine_6,Banana 28 Train Station,Cat 9 Train Station,8.48
TrainLine_6,Cat 9 Train Station,Happy 22 Train Station,11.34
TrainLine_6,Happy 22 Train Station,Happy 17 Train Station,3.69
TrainLine_6,Happy 17 Train Station,Dog 22 Train Station,8.81
TrainLine_6,Dog 22 Train Station,Dog 16 Train Station,10.94
TrainLine_6,Dog 16 Train Station,Dog 18 Train Station,1.27
TrainLine_6,Dog 18 Train Station,Cat 25 Train Station,1.27
TrainLine_6,Cat 25 Train Station,Apple 27 Train Station,6.39
TrainLine_6,Apple 27 Train Station,Apple 1 Train Station,10.24
TrainLine_7,Banana 19 Train Station,Apple 2 Train Station,0.89
TrainLine_7,Apple 2 Train Station,Fruit 23 Train Station,4.18
TrainLine_7,Fruit 23 Train Station,Egg 13 Train Station,4.12
TrainLine_7,Egg 13 Train Station,Apple 4 Train Station,3.45
TrainLine_7,Apple 4 Train Station,Dog 23 Train Station,4.91
TrainLine_7,Dog 23 Train Station,Dog 17 Train Station,9.9
TrainLine_7,Dog 17 Train Station,Grape 9 Train Station,5.18
TrainLine_7,Grape 9 Train Station,Grape 40 Train Station,4.57
TrainLine_7,Grape 40 Train Station,Fruit 17 Train Station,4.96
TrainLine_7,Fruit 17 Train Station,Cat 26 Train Station,4.83
TrainLine_7,Cat 26 Train Station,Egg 25 Train Station,3.95
TrainLine_7,Egg 25 Train Station,Apple 16 Train Station,6.39
TrainLine_7,Apple 16 Train Station,Grape 37 Train Station,9.38
TrainLine_8,Egg 25 Train Station,Grape 35 Train Station,3.6
TrainLine_8,Grape 35 Train Station,Grape 37 Train Station,4.84
TrainLine_8,Grape 37 Train Station,Apple 16 Train Station,9.38
TrainLine_8,Apple 16 Train Station,Dog 18 Train Station,3.21
TrainLine_8,Dog 18 Train Station,Grape 31 Train Station,3.68
TrainLine_8,Grape 31 Train Station,Dog 16 Train Station,4.89
TrainLine_8,Dog 16 Train Station,Happy 37 Train Station,11.07
TrainLine_8,Happy 37 Train Station,Happy 22 Train Station,15.12
TrainLine_8,Happy 22 Train Station,Fruit 28 Train Station,10.46
TrainLine_8,Fruit 28 Train Station,Cat 16 Train Station,5.22
TrainLine_8,Cat 16 Train Station,Egg 9 Train Station,7.64
TrainLine_8,Egg 9 Train Station,Fruit 1 Train Station,6.2
TrainLine_9,Cat 25 Train Station,Dog 18 Train Station,1.27
TrainLine_9,Dog 18 Train Station,Dog 16 Train Station,1.27
TrainLine_9,Dog 16 Train Station,Happy 22 Train Station,5.5
TrainLine_9,Happy 22 Train Station,Happy 39 Train Station,2.82
TrainLine_9,Happy 39 Train Station,Banana 28 Train Station,2.47
TrainLine_9,Banana 28 Train Station,Egg 17 Train Station,2.68
TrainLine_10,Grape 40 Train Station,Happy 15 Train Station,4.14
TrainLine_10,Happy 15 Train Station,Dog 17 Train Station,5.69
TrainLine_10,Dog 17 Train Station,Egg 13 Train Station,5.49
TrainLine_10,Egg 13 Train Station,Banana 3 Train Station,3.68
TrainLine_10,Banana 3 Train Station,Egg 16 Train Station,2.18
TrainLine_10,Egg 16 Train Station,Banana 24 Train Station,1.42
