Landmark_Name,Type,Abbreviation,Latitude,Longitude
Fruit 11 Train Station,Train Station,TS,22.148595,114.153114
Dog 9 Shopping Mall,Shopping Mall,SM,22.12604,113.651893
Apple 5 Train Station,Train Station,TS,22.247539,113.574344
Grape 6 Residential Building,Residential Building,RB,22.339556,114.087214
Banana 6 Train Station,Train Station,TS,22.109385,114.293093
Banana 7 Bus Station,Bus Station,BS,22.193733,113.823889
Grape 7 Shopping Mall,Shopping Mall,SM,22.264903,114.056425
Banana 8 Residential Building,Residential Building,RB,22.319989,113.746637
Fruit 12 Recreation Park,Recreation Park,RP,22.179706,113.540024
Cat 6 Shopping Mall,Shopping Mall,SM,22.260899,114.029273
Happy 3 Shopping Mall,Shopping Mall,SM,22.246131,114.111192
Dog 10 Bus Station,Bus Station,BS,22.342071,113.623298
Happy 4 Recreation Park,Recreation Park,RP,22.135463,113.505227
Cat 7 Bus Station,Bus Station,BS,22.17066,113.612581
Apple 6 Train Station,Train Station,TS,22.28393,114.016328
Egg 7 Train Station,Train Station,TS,22.260546,113.943207
Dog 11 Residential Building,Residential Building,RB,22.259546,113.916616
Happy 5 Bus Station,Bus Station,BS,22.300284,113.612162
Apple 7 Bus Station,Bus Station,BS,22.153059,113.88833
Cat 8 Bus Station,Bus Station,BS,22.292331,113.521224
Happy 6 Shopping Mall,Shopping Mall,SM,22.318929,113.53983
Dog 12 Train Station,Train Station,TS,22.342138,113.577386
Fruit 13 Bus Station,Bus Station,BS,22.347126,113.870372
Happy 7 Shopping Mall,Shopping Mall,SM,22.315456,114.150296
Apple 8 Shopping Mall,Shopping Mall,SM,22.232684,113.631048
Egg 8 Shopping Mall,Shopping Mall,SM,22.170304,114.158746
Apple 9 Bus Station,Bus Station,BS,22.107687,113.591641
Fruit 14 Bus Station,Bus Station,BS,22.184038,113.857046
Cat 9 Shopping Mall,Shopping Mall,SM,22.341019,114.150285
Egg 9 Train Station,Train Station,TS,22.304897,114.069445
Egg 10 Recreation Park,Recreation Park,RP,22.334219,114.241726
Banana 9 Shopping Mall,Shopping Mall,SM,22.135268,113.715505
Cat 10 Residential Building,Residential Building,RB,22.224411,114.235604
Egg 11 Shopping Mall,Shopping Mall,SM,22.305177,114.113411
Apple 10 Recreation Park,Recreation Park,RP,22.344959,113.888042
Happy 8 Bus Station,Bus Station,BS,22.109518,113.729939
Grape 8 Bus Station,Bus Station,BS,22.125832,114.161878
Fruit 15 Recreation Park,Recreation Park,RP,22.111871,114.118424
Happy 9 Bus Station,Bus Station,BS,22.170588,114.26361
Fruit 16 Train Station,Train Station,TS,22.098395,114.088762
Apple 11 Recreation Park,Recreation Park,RP,22.320229,113.788955
Grape 9 Residential Building,Residential Building,RB,22.253094,113.790369
Egg 12 Shopping Mall,Shopping Mall,SM,22.196199,113.860641
Egg 13 Recreation Park,Recreation Park,RP,22.097229,113.724605
Happy 10 Residential Building,Residential Building,RB,22.346973,113.846055
Banana 10 Recreation Park,Recreation Park,RP,22.100945,114.262211
Happy 11 Recreation Park,Recreation Park,RP,22.300885,113.786083
Apple 12 Train Station,Train Station,TS,22.287948,114.303521
Apple 13 Recreation Park,Recreation Park,RP,22.319399,114.191568
Cat 11 Bus Station,Bus Station,BS,22.218173,113.776407
Banana 11 Shopping Mall,Shopping Mall,SM,22.153392,113.987252
Egg 14 Recreation Park,Recreation Park,RP,22.150463,114.234879
Dog 13 Train Station,Train Station,TS,22.226393,113.691438
Happy 12 Residential Building,Residential Building,RB,22.251192,114.241356
Happy 13 Shopping Mall,Shopping Mall,SM,22.285526,113.613379
Cat 12 Shopping Mall,Shopping Mall,SM,22.110102,113.844838
Fruit 17 Residential Building,Residential Building,RB,22.348736,113.638482
Banana 12 Shopping Mall,Shopping Mall,SM,22.272105,114.059201
Dog 14 Train Station,Train Station,TS,22.210661,113.892826
Happy 14 Shopping Mall,Shopping Mall,SM,22.246476,113.706043
Fruit 18 Train Station,Train Station,TS,22.316484,113.627354
Grape 10 Train Station,Train Station,TS,22.111881,114.025502
Fruit 19 Train Station,Train Station,TS,22.349704,113.833284
Fruit 20 Shopping Mall,Shopping Mall,SM,22.082631,113.687885
Cat 13 Train Station,Train Station,TS,22.20484,113.966322
Apple 14 Shopping Mall,Shopping Mall,SM,22.320672,113.638928
Banana 13 Shopping Mall,Shopping Mall,SM,22.170756,114.284455
Happy 15 Recreation Park,Recreation Park,RP,22.296832,114.119613
Happy 16 Train Station,Train Station,TS,22.102289,113.810924
Dog 15 Train Station,Train Station,TS,22.317538,113.863249
Egg 15 Residential Building,Residential Building,RB,22.089278,113.709516
Fruit 21 Shopping Mall,Shopping Mall,SM,22.21647,113.820466
Egg 16 Train Station,Train Station,TS,22.244821,113.90418
Happy 17 Recreation Park,Recreation Park,RP,22.127798,113.988824
Fruit 22 Residential Building,Residential Building,RB,22.123836,113.51321
Apple 15 Residential Building,Residential Building,RB,22.15719,113.995045
Apple 16 Train Station,Train Station,TS,22.178724,113.784553
Banana 14 Shopping Mall,Shopping Mall,SM,22.150872,113.659955
Banana 15 Train Station,Train Station,TS,22.322336,114.066817
Banana 16 Recreation Park,Recreation Park,RP,22.087362,113.528849
Dog 16 Train Station,Train Station,TS,22.285198,113.513963
Banana 17 Bus Station,Bus Station,BS,22.195584,113.52182
Egg 17 Residential Building,Residential Building,RB,22.101296,113.808298
Banana 18 Shopping Mall,Shopping Mall,SM,22.278444,114.13444
Apple 17 Recreation Park,Recreation Park,RP,22.10239,113.73784
Happy 18 Residential Building,Residential Building,RB,22.137808,114.041673
Cat 14 Shopping Mall,Shopping Mall,SM,22.326572,113.728097
Apple 18 Shopping Mall,Shopping Mall,SM,22.157232,113.562807
Apple 19 Bus Station,Bus Station,BS,22.125193,113.639355
Happy 19 Train Station,Train Station,TS,22.328502,113.537168
Dog 17 Recreation Park,Recreation Park,RP,22.0891,113.830902
Cat 15 Bus Station,Bus Station,BS,22.247893,113.869129
Banana 19 Residential Building,Residential Building,RB,22.29206,113.881675
Apple 20 Shopping Mall,Shopping Mall,SM,22.215901,113.897591
Happy 20 Bus Station,Bus Station,BS,22.27411,114.284701
Happy 21 Residential Building,Residential Building,RB,22.320874,114.087129
Grape 11 Recreation Park,Recreation Park,RP,22.122723,113.960712
Grape 12 Residential Building,Residential Building,RB,22.292395,114.049776
Fruit 23 Train Station,Train Station,TS,22.233657,113.848226
Dog 18 Residential Building,Residential Building,RB,22.225813,114.033947
Happy 22 Shopping Mall,Shopping Mall,SM,22.168231,113.542697
Dog 19 Bus Station,Bus Station,BS,22.085924,114.191789
Grape 13 Train Station,Train Station,TS,22.328631,113.828721
Banana 20 Recreation Park,Recreation Park,RP,22.254091,113.809922
Egg 18 Recreation Park,Recreation Park,RP,22.162362,113.60799
Fruit 24 Recreation Park,Recreation Park,RP,22.102478,114.162929
Fruit 25 Train Station,Train Station,TS,22.171404,114.06447
Apple 21 Recreation Park,Recreation Park,RP,22.28442,114.300277
Banana 21 Residential Building,Residential Building,RB,22.269365,114.017554
Happy 23 Residential Building,Residential Building,RB,22.315553,114.106967
Happy 24 Train Station,Train Station,TS,22.346919,113.666748
Banana 22 Train Station,Train Station,TS,22.341187,113.505317
Happy 25 Bus Station,Bus Station,BS,22.119525,114.151205
Banana 23 Recreation Park,Recreation Park,RP,22.335982,114.202351
Egg 19 Residential Building,Residential Building,RB,22.193923,113.590455
Happy 26 Train Station,Train Station,TS,22.179004,114.006884
Fruit 26 Train Station,Train Station,TS,22.249207,113.792913
Fruit 27 Recreation Park,Recreation Park,RP,22.112235,113.579337
Cat 16 Train Station,Train Station,TS,22.179266,114.248478
Cat 17 Recreation Park,Recreation Park,RP,22.150458,113.909012
Grape 14 Residential Building,Residential Building,RB,22.177808,114.104506
Happy 27 Shopping Mall,Shopping Mall,SM,22.296952,113.813528
Banana 24 Bus Station,Bus Station,BS,22.193429,114.153569
Banana 25 Train Station,Train Station,TS,22.102987,113.685935
Apple 22 Residential Building,Residential Building,RB,22.31878,113.864403
Apple 23 Recreation Park,Recreation Park,RP,22.263201,113.965211
Fruit 28 Recreation Park,Recreation Park,RP,22.112614,114.174047
Apple 24 Residential Building,Residential Building,RB,22.343297,114.256243
Apple 25 Shopping Mall,Shopping Mall,SM,22.319687,113.787352
Happy 28 Residential Building,Residential Building,RB,22.152128,113.974812
Fruit 29 Shopping Mall,Shopping Mall,SM,22.099181,113.606822
Apple 26 Recreation Park,Recreation Park,RP,22.082879,113.707652
Cat 18 Recreation Park,Recreation Park,RP,22.167453,113.711416
Egg 20 Train Station,Train Station,TS,22.092494,113.761768
Dog 20 Residential Building,Residential Building,RB,22.322325,113.673582
Happy 29 Recreation Park,Recreation Park,RP,22.313769,113.641623
Happy 30 Bus Station,Bus Station,BS,22.265026,113.646156
Fruit 30 Residential Building,Residential Building,RB,22.100705,114.126398
Apple 27 Shopping Mall,Shopping Mall,SM,22.264806,113.95032
Happy 31 Bus Station,Bus Station,BS,22.265989,113.58096
Apple 28 Residential Building,Residential Building,RB,22.16845,114.081755
Apple 29 Recreation Park,Recreation Park,RP,22.188502,113.7504
Dog 21 Train Station,Train Station,TS,22.189971,114.177014
Banana 26 Shopping Mall,Shopping Mall,SM,22.293561,113.721285
Banana 27 Train Station,Train Station,TS,22.152815,113.756286
Dog 22 Shopping Mall,Shopping Mall,SM,22.286184,113.798208
Apple 30 Recreation Park,Recreation Park,RP,22.243715,113.652145
Dog 23 Recreation Park,Recreation Park,RP,22.151423,114.206113
Grape 15 Bus Station,Bus Station,BS,22.261827,113.98849
Dog 24 Shopping Mall,Shopping Mall,SM,22.260684,114.064466
Fruit 31 Recreation Park,Recreation Park,RP,22.340077,113.517091
Egg 21 Bus Station,Bus Station,BS,22.249247,114.138705
Dog 25 Residential Building,Residential Building,RB,22.084752,114.25933
Grape 16 Residential Building,Residential Building,RB,22.101079,113.531285
Egg 22 Recreation Park,Recreation Park,RP,22.157225,113.620769
Fruit 32 Recreation Park,Recreation Park,RP,22.299559,114.288439
Dog 26 Train Station,Train Station,TS,22.171336,113.668487
Grape 17 Bus Station,Bus Station,BS,22.34171,113.866878
Cat 19 Residential Building,Residential Building,RB,22.244442,113.507705
Apple 31 Bus Station,Bus Station,BS,22.165534,113.890973
Apple 32 Recreation Park,Recreation Park,RP,22.117638,113.720882
Dog 27 Train Station,Train Station,TS,22.258311,113.92861
Banana 28 Residential Building,Residential Building,RB,22.11771,113.977908
Dog 28 Recreation Park,Recreation Park,RP,22.101259,113.955923
Apple 33 Shopping Mall,Shopping Mall,SM,22.251733,114.308316
Grape 18 Bus Station,Bus Station,BS,22.252066,114.123601
Banana 29 Bus Station,Bus Station,BS,22.128859,113.572742
Happy 32 Shopping Mall,Shopping Mall,SM,22.123959,114.082539
Grape 19 Residential Building,Residential Building,RB,22.201302,113.958768
Fruit 33 Train Station,Train Station,TS,22.208249,114.187473
Grape 20 Bus Station,Bus Station,BS,22.163342,114.052486
Dog 29 Train Station,Train Station,TS,22.227606,113.770675
Dog 30 Recreation Park,Recreation Park,RP,22.335772,114.140912
Apple 34 Bus Station,Bus Station,BS,22.192794,113.956512
Egg 23 Train Station,Train Station,TS,22.262271,113.61569
Apple 35 Recreation Park,Recreation Park,RP,22.218861,114.234748
Apple 36 Recreation Park,Recreation Park,RP,22.203318,113.821704
Banana 30 Train Station,Train Station,TS,22.115186,114.104143
Apple 37 Shopping Mall,Shopping Mall,SM,22.105922,113.828431
Dog 31 Recreation Park,Recreation Park,RP,22.254486,114.1391
Fruit 34 Residential Building,Residential Building,RB,22.293292,113.757354
Banana 31 Bus Station,Bus Station,BS,22.222477,113.88152
Happy 33 Train Station,Train Station,TS,22.284185,114.236202
Fruit 35 Recreation Park,Recreation Park,RP,22.23473,113.8642
Apple 38 Shopping Mall,Shopping Mall,SM,22.086832,113.565629
Happy 34 Shopping Mall,Shopping Mall,SM,22.09433,114.106443
Cat 20 Train Station,Train Station,TS,22.141562,113.623772
Cat 21 Shopping Mall,Shopping Mall,SM,22.348577,114.018482
Dog 32 Residential Building,Residential Building,RB,22.149468,113.495109
Egg 24 Residential Building,Residential Building,RB,22.152927,114.0073
Happy 35 Bus Station,Bus Station,BS,22.184767,113.612739
Apple 39 Bus Station,Bus Station,BS,22.281758,113.715228
Apple 40 Bus Station,Bus Station,BS,22.338557,114.185205
Grape 21 Bus Station,Bus Station,BS,22.187918,114.133878
Banana 32 Train Station,Train Station,TS,22.276752,113.491356
Happy 36 Residential Building,Residential Building,RB,22.092561,113.927389
Fruit 36 Bus Station,Bus Station,BS,22.15427,113.558061
Apple 41 Residential Building,Residential Building,RB,22.172814,113.510449
Egg 25 Bus Station,Bus Station,BS,22.201258,114.24149
Cat 22 Train Station,Train Station,TS,22.265991,113.587402
Happy 37 Residential Building,Residential Building,RB,22.169031,113.693902
Banana 33 Shopping Mall,Shopping Mall,SM,22.24319,113.823702
Grape 22 Shopping Mall,Shopping Mall,SM,22.28756,113.813246
Dog 33 Recreation Park,Recreation Park,RP,22.299837,113.683114
Happy 38 Recreation Park,Recreation Park,RP,22.160225,114.112257
Dog 34 Shopping Mall,Shopping Mall,SM,22.129197,114.00597
Fruit 37 Bus Station,Bus Station,BS,22.125406,114.240033
Happy 39 Recreation Park,Recreation Park,RP,22.332932,114.033943
Fruit 38 Recreation Park,Recreation Park,RP,22.296354,113.702668
Grape 23 Bus Station,Bus Station,BS,22.263326,114.011834
Dog 35 Train Station,Train Station,TS,22.117271,113.88525
Dog 36 Shopping Mall,Shopping Mall,SM,22.33153,114.062113
Banana 34 Recreation Park,Recreation Park,RP,22.31541,113.655679
Banana 35 Residential Building,Residential Building,RB,22.211315,114.262512
Cat 23 Bus Station,Bus Station,BS,22.185726,113.935865
Dog 37 Shopping Mall,Shopping Mall,SM,22.281497,113.922715
Cat 24 Shopping Mall,Shopping Mall,SM,22.33596,113.716422
Grape 24 Bus Station,Bus Station,BS,22.2545,113.533375
Grape 25 Train Station,Train Station,TS,22.164158,113.827957
Cat 25 Residential Building,Residential Building,RB,22.334526,113.519373
Banana 36 Shopping Mall,Shopping Mall,SM,22.287743,113.630974
Happy 40 Recreation Park,Recreation Park,RP,22.321188,114.107125
Apple 42 Shopping Mall,Shopping Mall,SM,22.268528,114.029118
Egg 26 Bus Station,Bus Station,BS,22.159953,113.933151
Happy 41 Bus Station,Bus Station,BS,22.091477,113.968475
Happy 42 Recreation Park,Recreation Park,RP,22.214661,113.640094
Banana 37 Recreation Park,Recreation Park,RP,22.150412,113.901893
Grape 26 Train Station,Train Station,TS,22.329592,113.549471
Fruit 39 Shopping Mall,Shopping Mall,SM,22.248288,113.673913
Cat 26 Shopping Mall,Shopping Mall,SM,22.092889,113.685086
Grape 27 Shopping Mall,Shopping Mall,SM,22.214461,113.971254
Happy 43 Residential Building,Residential Building,RB,22.190154,114.140823
Dog 38 Shopping Mall,Shopping Mall,SM,22.091891,114.304781
Egg 27 Shopping Mall,Shopping Mall,SM,22.217489,113.890308
Fruit 40 Shopping Mall,Shopping Mall,SM,22.295416,114.206901
Apple 43 Residential Building,Residential Building,RB,22.271722,114.296775
Egg 28 Train Station,Train Station,TS,22.334114,113.657056
Egg 29 Recreation Park,Recreation Park,RP,22.099005,113.571503
Banana 38 Shopping Mall,Shopping Mall,SM,22.097675,113.71679
Happy 44 Recreation Park,Recreation Park,RP,22.230046,113.982544
Happy 45 Train Station,Train Station,TS,22.148091,113.712281
Apple 44 Bus Station,Bus Station,BS,22.186192,113.74932
Dog 39 Recreation Park,Recreation Park,RP,22.220034,113.594014
Banana 39 Train Station,Train Station,TS,22.116828,113.523445
Apple 45 Train Station,Train Station,TS,22.273162,114.179129
Cat 27 Recreation Park,Recreation Park,RP,22.270172,114.169327
Dog 40 Bus Station,Bus Station,BS,22.162643,113.729174
Apple 46 Bus Station,Bus Station,BS,22.096355,114.071785
Happy 46 Residential Building,Residential Building,RB,22.307361,114.274024
Grape 28 Bus Station,Bus Station,BS,22.314247,114.105714
Dog 41 Residential Building,Residential Building,RB,22.292846,113.5112
Banana 40 Residential Building,Residential Building,RB,22.107774,114.23877
Cat 28 Residential Building,Residential Building,RB,22.123305,114.173887
Grape 29 Shopping Mall,Shopping Mall,SM,22.255894,114.123813
Banana 41 Bus Station,Bus Station,BS,22.103941,114.264242
