Line_ID,From_Station,To_Station,Price
TrainLine_5,Egg 36 Train Station,Grape 33 Train Station,2.85
TrainLine_6,Banana 12 Train Station,Cat 31 Train Station,1.09
TrainLine_6,Cat 31 Train Station,Dog 25 Train Station,0.7
TrainLine_6,Dog 25 Train Station,Apple 20 Train Station,1.4
TrainLine_6,Apple 20 Train Station,Grape 26 Train Station,3.23
TrainLine_6,Grape 26 Train Station,Fruit 16 Train Station,4.45
TrainLine_6,Fruit 16 Train Station,Apple 34 Train Station,5.09
TrainLine_6,Apple 34 Train Station,Apple 7 Train Station,1.8
TrainLine_6,Apple 7 Train Station,Dog 18 Train Station,4.03
TrainLine_6,Dog 18 Train Station,Banana 26 Train Station,9.41
TrainLine_6,Banana 26 Train Station,Happy 16 Train Station,6.27
TrainLine_6,Happy 16 Train Station,Happy 12 Train Station,8.77
TrainLine_6,Happy 12 Train Station,Apple 30 Train Station,2.35
TrainLine_7,Egg 44 Train Station,Cat 30 Train Station,5.25
TrainLine_7,Cat 30 Train Station,Dog 13 Train Station,6.2
TrainLine_7,Dog 13 Train Station,Grape 16 Train Station,12.47
TrainLine_7,Grape 16 Train Station,Cat 39 Train Station,10.2
TrainLine_7,Cat 39 Train Station,Grape 22 Train Station,9.48
TrainLine_7,Grape 22 Train Station,Fruit 7 Train Station,5.21
TrainLine_7,Fruit 7 Train Station,Happy 21 Train Station,6.6
TrainLine_7,Happy 21 Train Station,Egg 36 Train Station,13.3
TrainLine_7,Egg 36 Train Station,Apple 30 Train Station,7.89
TrainLine_7,Apple 30 Train Station,Banana 26 Train Station,2.17
TrainLine_7,Banana 26 Train Station,Happy 12 Train Station,2.5
TrainLine_7,Happy 12 Train Station,Apple 7 Train Station,7.75
TrainLine_7,Apple 7 Train Station,Egg 2 Train Station,5.63
TrainLine_8,Happy 14 Train Station,Egg 8 Train Station,1.83
TrainLine_8,Egg 8 Train Station,Egg 44 Train Station,4.22
TrainLine_8,Egg 44 Train Station,Dog 17 Train Station,4.99
TrainLine_8,Dog 17 Train Station,Egg 33 Train Station,2.63
TrainLine_8,Egg 33 Train Station,Fruit 21 Train Station,0.7
TrainLine_8,Fruit 21 Train Station,Happy 20 Train Station,7.98
TrainLine_8,Happy 20 Train Station,Cat 4 Train Station,6.97
TrainLine_8,Cat 4 Train Station,Cat 30 Train Station,7.5
TrainLine_8,Cat 30 Train Station,Fruit 11 Train Station,7.32
TrainLine_8,Fruit 11 Train Station,Dog 27 Train Station,0.91
TrainLine_8,Dog 27 Train Station,Cat 39 Train Station,5.94
TrainLine_8,Cat 39 Train Station,Cat 26 Train Station,3.72
TrainLine_9,Cat 28 Train Station,Cat 23 Train Station,1.54
TrainLine_9,Cat 23 Train Station,Egg 2 Train Station,1.53
TrainLine_9,Egg 2 Train Station,Grape 26 Train Station,1.97
TrainLine_9,Grape 26 Train Station,Fruit 16 Train Station,4.45
TrainLine_9,Fruit 16 Train Station,Apple 26 Train Station,4.46
TrainLine_9,Apple 26 Train Station,Apple 34 Train Station,9.23
TrainLine_9,Apple 34 Train Station,Happy 16 Train Station,3.38
TrainLine_9,Happy 16 Train Station,Egg 36 Train Station,2.27
TrainLine_9,Egg 36 Train Station,Happy 12 Train Station,9.4
TrainLine_9,Happy 12 Train Station,Grape 33 Train Station,12.22
TrainLine_9,Grape 33 Train Station,Grape 21 Train Station,10.49
TrainLine_9,Grape 21 Train Station,Banana 17 Train Station,10.36
TrainLine_9,Banana 17 Train Station,Grape 32 Train Station,2.4
TrainLine_10,Cat 23 Train Station,Apple 26 Train Station,5.85
TrainLine_10,Apple 26 Train Station,Apple 7 Train Station,7.6
TrainLine_10,Apple 7 Train Station,Happy 12 Train Station,7.75
TrainLine_10,Happy 12 Train Station,Grape 22 Train Station,13.75
TrainLine_10,Grape 22 Train Station,Grape 16 Train Station,1.96
TrainLine_10,Grape 16 Train Station,Cat 30 Train Station,6.29
